date,origin,destination,vessel_class,cargo_type,freight_rate,currency,unit,source
2019-03-02,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.39,USD,per_tonne,SYNTHETIC_DEMO
2019-03-03,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.3,USD,per_tonne,SYNTHETIC_DEMO
2019-03-04,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.38,USD,per_tonne,SYNTHETIC_DEMO
2019-03-05,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.81,USD,per_tonne,SYNTHETIC_DEMO
2019-03-06,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.96,USD,per_tonne,SYNTHETIC_DEMO
2019-03-07,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.32,USD,per_tonne,SYNTHETIC_DEMO
2019-03-08,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.47,USD,per_tonne,SYNTHETIC_DEMO
2019-03-09,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.34,USD,per_tonne,SYNTHETIC_DEMO
2019-03-10,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.48,USD,per_tonne,SYNTHETIC_DEMO
2019-03-11,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.22,USD,per_tonne,SYNTHETIC_DEMO
2019-03-12,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.05,USD,per_tonne,SYNTHETIC_DEMO
2019-03-13,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.52,USD,per_tonne,SYNTHETIC_DEMO
2019-03-14,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.1,USD,per_tonne,SYNTHETIC_DEMO
2019-03-15,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.86,USD,per_tonne,SYNTHETIC_DEMO
2019-03-16,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.49,USD,per_tonne,SYNTHETIC_DEMO
2019-03-17,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.43,USD,per_tonne,SYNTHETIC_DEMO
2019-03-18,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.76,USD,per_tonne,SYNTHETIC_DEMO
2019-03-19,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.07,USD,per_tonne,SYNTHETIC_DEMO
2019-03-20,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.06,USD,per_tonne,SYNTHETIC_DEMO
2019-03-21,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.5,USD,per_tonne,SYNTHETIC_DEMO
2019-03-22,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.59,USD,per_tonne,SYNTHETIC_DEMO
2019-03-23,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.55,USD,per_tonne,SYNTHETIC_DEMO
2019-03-24,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.38,USD,per_tonne,SYNTHETIC_DEMO
2019-03-25,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.34,USD,per_tonne,SYNTHETIC_DEMO
2019-03-26,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.84,USD,per_tonne,SYNTHETIC_DEMO
2019-03-27,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.58,USD,per_tonne,SYNTHETIC_DEMO
2019-03-28,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.78,USD,per_tonne,SYNTHETIC_DEMO
2019-03-29,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.39,USD,per_tonne,SYNTHETIC_DEMO
2019-03-30,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.61,USD,per_tonne,SYNTHETIC_DEMO
2019-03-31,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.53,USD,per_tonne,SYNTHETIC_DEMO
2019-04-01,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.77,USD,per_tonne,SYNTHETIC_DEMO
2019-04-02,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.83,USD,per_tonne,SYNTHETIC_DEMO
2019-04-03,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.03,USD,per_tonne,SYNTHETIC_DEMO
2019-04-04,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.63,USD,per_tonne,SYNTHETIC_DEMO
2019-04-05,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.73,USD,per_tonne,SYNTHETIC_DEMO
2019-04-06,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.59,USD,per_tonne,SYNTHETIC_DEMO
2019-04-07,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.89,USD,per_tonne,SYNTHETIC_DEMO
2019-04-08,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.19,USD,per_tonne,SYNTHETIC_DEMO
2019-04-09,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.41,USD,per_tonne,SYNTHETIC_DEMO
2019-04-10,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.69,USD,per_tonne,SYNTHETIC_DEMO
2019-04-11,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.83,USD,per_tonne,SYNTHETIC_DEMO
2019-04-12,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.3,USD,per_tonne,SYNTHETIC_DEMO
2019-04-13,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.72,USD,per_tonne,SYNTHETIC_DEMO
2019-04-14,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.02,USD,per_tonne,SYNTHETIC_DEMO
2019-04-15,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.93,USD,per_tonne,SYNTHETIC_DEMO
2019-04-16,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.98,USD,per_tonne,SYNTHETIC_DEMO
2019-04-17,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.63,USD,per_tonne,SYNTHETIC_DEMO
2019-04-18,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.38,USD,per_tonne,SYNTHETIC_DEMO
2019-04-19,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.52,USD,per_tonne,SYNTHETIC_DEMO
2019-04-20,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.78,USD,per_tonne,SYNTHETIC_DEMO
2019-04-21,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.55,USD,per_tonne,SYNTHETIC_DEMO
2019-04-22,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.71,USD,per_tonne,SYNTHETIC_DEMO
2019-04-23,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.36,USD,per_tonne,SYNTHETIC_DEMO
2019-04-24,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.84,USD,per_tonne,SYNTHETIC_DEMO
2019-04-25,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.93,USD,per_tonne,SYNTHETIC_DEMO
2019-04-26,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.5,USD,per_tonne,SYNTHETIC_DEMO
2019-04-27,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.9,USD,per_tonne,SYNTHETIC_DEMO
2019-04-28,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.82,USD,per_tonne,SYNTHETIC_DEMO
2019-04-29,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.73,USD,per_tonne,SYNTHETIC_DEMO
2019-04-30,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.84,USD,per_tonne,SYNTHETIC_DEMO
2019-05-01,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.12,USD,per_tonne,SYNTHETIC_DEMO
2019-05-02,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.92,USD,per_tonne,SYNTHETIC_DEMO
2019-05-03,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.1,USD,per_tonne,SYNTHETIC_DEMO
2019-05-04,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.85,USD,per_tonne,SYNTHETIC_DEMO
2019-05-05,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.77,USD,per_tonne,SYNTHETIC_DEMO
2019-05-06,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.47,USD,per_tonne,SYNTHETIC_DEMO
2019-05-07,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.72,USD,per_tonne,SYNTHETIC_DEMO
2019-05-08,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.38,USD,per_tonne,SYNTHETIC_DEMO
2019-05-09,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.44,USD,per_tonne,SYNTHETIC_DEMO
2019-05-10,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.34,USD,per_tonne,SYNTHETIC_DEMO
2019-05-11,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.04,USD,per_tonne,SYNTHETIC_DEMO
2019-05-12,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.5,USD,per_tonne,SYNTHETIC_DEMO
2019-05-13,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.35,USD,per_tonne,SYNTHETIC_DEMO
2019-05-14,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.23,USD,per_tonne,SYNTHETIC_DEMO
2019-05-15,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.35,USD,per_tonne,SYNTHETIC_DEMO
2019-05-16,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.46,USD,per_tonne,SYNTHETIC_DEMO
2019-05-17,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.48,USD,per_tonne,SYNTHETIC_DEMO
2019-05-18,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.69,USD,per_tonne,SYNTHETIC_DEMO
2019-05-19,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.66,USD,per_tonne,SYNTHETIC_DEMO
2019-05-20,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.83,USD,per_tonne,SYNTHETIC_DEMO
2019-05-21,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.59,USD,per_tonne,SYNTHETIC_DEMO
2019-05-22,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.46,USD,per_tonne,SYNTHETIC_DEMO
2019-05-23,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.56,USD,per_tonne,SYNTHETIC_DEMO
2019-05-24,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.49,USD,per_tonne,SYNTHETIC_DEMO
2019-05-25,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.65,USD,per_tonne,SYNTHETIC_DEMO
2019-05-26,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.51,USD,per_tonne,SYNTHETIC_DEMO
2019-05-27,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.61,USD,per_tonne,SYNTHETIC_DEMO
2019-05-28,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.75,USD,per_tonne,SYNTHETIC_DEMO
2019-05-29,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.65,USD,per_tonne,SYNTHETIC_DEMO
2019-05-30,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.89,USD,per_tonne,SYNTHETIC_DEMO
2019-05-31,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.82,USD,per_tonne,SYNTHETIC_DEMO
2019-06-01,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.04,USD,per_tonne,SYNTHETIC_DEMO
2019-06-02,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.4,USD,per_tonne,SYNTHETIC_DEMO
2019-06-03,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.24,USD,per_tonne,SYNTHETIC_DEMO
2019-06-04,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.17,USD,per_tonne,SYNTHETIC_DEMO
2019-06-05,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.13,USD,per_tonne,SYNTHETIC_DEMO
2019-06-06,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.51,USD,per_tonne,SYNTHETIC_DEMO
2019-06-07,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.81,USD,per_tonne,SYNTHETIC_DEMO
2019-06-08,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.37,USD,per_tonne,SYNTHETIC_DEMO
2019-06-09,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.73,USD,per_tonne,SYNTHETIC_DEMO
2019-06-10,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.75,USD,per_tonne,SYNTHETIC_DEMO
2019-06-11,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.78,USD,per_tonne,SYNTHETIC_DEMO
2019-06-12,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.73,USD,per_tonne,SYNTHETIC_DEMO
2019-06-13,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.31,USD,per_tonne,SYNTHETIC_DEMO
2019-06-14,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.43,USD,per_tonne,SYNTHETIC_DEMO
2019-06-15,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.2,USD,per_tonne,SYNTHETIC_DEMO
2019-06-16,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.23,USD,per_tonne,SYNTHETIC_DEMO
2019-06-17,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.06,USD,per_tonne,SYNTHETIC_DEMO
2019-06-18,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.3,USD,per_tonne,SYNTHETIC_DEMO
2019-06-19,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.04,USD,per_tonne,SYNTHETIC_DEMO
2019-06-20,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.2,USD,per_tonne,SYNTHETIC_DEMO
2019-06-21,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.75,USD,per_tonne,SYNTHETIC_DEMO
2019-06-22,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.06,USD,per_tonne,SYNTHETIC_DEMO
2019-06-23,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.3,USD,per_tonne,SYNTHETIC_DEMO
2019-06-24,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.39,USD,per_tonne,SYNTHETIC_DEMO
2019-06-25,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.44,USD,per_tonne,SYNTHETIC_DEMO
2019-06-26,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.37,USD,per_tonne,SYNTHETIC_DEMO
2019-06-27,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.18,USD,per_tonne,SYNTHETIC_DEMO
2019-06-28,AUS_NEW,IND_GVM,Capesize,thermal_coal,13.83,USD,per_tonne,SYNTHETIC_DEMO
2019-06-29,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.43,USD,per_tonne,SYNTHETIC_DEMO
2019-06-30,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.45,USD,per_tonne,SYNTHETIC_DEMO
2019-07-01,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.02,USD,per_tonne,SYNTHETIC_DEMO
2019-07-02,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.77,USD,per_tonne,SYNTHETIC_DEMO
2019-07-03,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.8,USD,per_tonne,SYNTHETIC_DEMO
2019-07-04,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.8,USD,per_tonne,SYNTHETIC_DEMO
2019-07-05,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.37,USD,per_tonne,SYNTHETIC_DEMO
2019-07-06,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.08,USD,per_tonne,SYNTHETIC_DEMO
2019-07-07,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.16,USD,per_tonne,SYNTHETIC_DEMO
2019-07-08,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.98,USD,per_tonne,SYNTHETIC_DEMO
2019-07-09,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.83,USD,per_tonne,SYNTHETIC_DEMO
2019-07-10,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.96,USD,per_tonne,SYNTHETIC_DEMO
2019-07-11,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.1,USD,per_tonne,SYNTHETIC_DEMO
2019-07-12,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.2,USD,per_tonne,SYNTHETIC_DEMO
2019-07-13,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.45,USD,per_tonne,SYNTHETIC_DEMO
2019-07-14,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.49,USD,per_tonne,SYNTHETIC_DEMO
2019-07-15,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.95,USD,per_tonne,SYNTHETIC_DEMO
2019-07-16,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.7,USD,per_tonne,SYNTHETIC_DEMO
2019-07-17,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.61,USD,per_tonne,SYNTHETIC_DEMO
2019-07-18,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.73,USD,per_tonne,SYNTHETIC_DEMO
2019-07-19,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.83,USD,per_tonne,SYNTHETIC_DEMO
2019-07-20,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.08,USD,per_tonne,SYNTHETIC_DEMO
2019-07-21,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.58,USD,per_tonne,SYNTHETIC_DEMO
2019-07-22,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.33,USD,per_tonne,SYNTHETIC_DEMO
2019-07-23,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.58,USD,per_tonne,SYNTHETIC_DEMO
2019-07-24,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.88,USD,per_tonne,SYNTHETIC_DEMO
2019-07-25,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.44,USD,per_tonne,SYNTHETIC_DEMO
2019-07-26,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.38,USD,per_tonne,SYNTHETIC_DEMO
2019-07-27,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.06,USD,per_tonne,SYNTHETIC_DEMO
2019-07-28,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.89,USD,per_tonne,SYNTHETIC_DEMO
2019-07-29,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.8,USD,per_tonne,SYNTHETIC_DEMO
2019-07-30,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.74,USD,per_tonne,SYNTHETIC_DEMO
2019-07-31,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.75,USD,per_tonne,SYNTHETIC_DEMO
2019-08-01,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.57,USD,per_tonne,SYNTHETIC_DEMO
2019-08-02,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.11,USD,per_tonne,SYNTHETIC_DEMO
2019-08-03,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.98,USD,per_tonne,SYNTHETIC_DEMO
2019-08-04,AUS_NEW,IND_GVM,Capesize,thermal_coal,14.88,USD,per_tonne,SYNTHETIC_DEMO
2019-08-05,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.55,USD,per_tonne,SYNTHETIC_DEMO
2019-08-06,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.78,USD,per_tonne,SYNTHETIC_DEMO
2019-08-07,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.87,USD,per_tonne,SYNTHETIC_DEMO
2019-08-08,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.64,USD,per_tonne,SYNTHETIC_DEMO
2019-08-09,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.77,USD,per_tonne,SYNTHETIC_DEMO
2019-08-10,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.9,USD,per_tonne,SYNTHETIC_DEMO
2019-08-11,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.77,USD,per_tonne,SYNTHETIC_DEMO
2019-08-12,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.91,USD,per_tonne,SYNTHETIC_DEMO
2019-08-13,AUS_NEW,IND_GVM,Capesize,thermal_coal,15.82,USD,per_tonne,SYNTHETIC_DEMO
2019-08-14,AUS_NEW,IND_GVM,Capesize,thermal_coal,16.01,USD,per_tonne,SYNTHETIC_DEMO
2019-08-15,AUS_NEW,IND_GVM,Capesize,thermal_coal,16.26,USD,per_tonne,SYNTHETIC_DEMO
2019-08-16,AUS_NEW,IND_GVM,Capesize,thermal_coal,16.18,USD,per_tonne,SYNTHETIC_DEMO
