date,port,vessels_waiting,average_waiting_days,berth_occupancy_pct,congestion_index,source
2019-01-04,IDN_TAB,9,2.82,82.5,1.86,SYNTHETIC_DEMO
2019-01-04,ZAF_RIC,5,2.14,82.6,1.41,SYNTHETIC_DEMO
2019-01-05,IND_VZG,5,2.32,80.2,1.49,SYNTHETIC_DEMO
2019-01-05,IND_PAR,9,3.82,87.4,2.67,SYNTHETIC_DEMO
2019-01-05,IND_GVM,6,1.41,74.1,0.84,SYNTHETIC_DEMO
2019-01-05,IND_DHM,5,2.92,82.3,1.92,SYNTHETIC_DEMO
2019-01-05,IND_HLD,14,4.62,92.1,3.4,SYNTHETIC_DEMO
2019-01-05,IND_GOP,4,1.98,68.7,1.09,SYNTHETIC_DEMO
2019-01-05,AUS_NEW,9,4.17,87.1,2.91,SYNTHETIC_DEMO
2019-01-05,AUS_HAY,3,2.46,73.2,1.44,SYNTHETIC_DEMO
2019-01-05,IDN_TAB,9,2.87,82.8,1.9,SYNTHETIC_DEMO
2019-01-05,ZAF_RIC,7,3.12,77.2,1.93,SYNTHETIC_DEMO
2019-01-06,IND_VZG,4,2.47,78.2,1.55,SYNTHETIC_DEMO
2019-01-06,IND_PAR,10,4.6,85.5,3.15,SYNTHETIC_DEMO
2019-01-06,IND_GVM,5,2.6,71.9,1.5,SYNTHETIC_DEMO
2019-01-06,IND_DHM,8,2.81,84.4,1.9,SYNTHETIC_DEMO
2019-01-06,IND_HLD,12,5.35,95.7,4.1,SYNTHETIC_DEMO
2019-01-06,IND_GOP,4,2.03,67.0,1.09,SYNTHETIC_DEMO
2019-01-06,AUS_NEW,10,4.33,86.9,3.01,SYNTHETIC_DEMO
2019-01-06,AUS_HAY,4,2.72,74.7,1.63,SYNTHETIC_DEMO
2019-01-06,IDN_TAB,6,3.36,83.6,2.25,SYNTHETIC_DEMO
2019-01-06,ZAF_RIC,7,2.53,76.6,1.55,SYNTHETIC_DEMO
2019-01-07,IND_VZG,5,2.41,78.9,1.52,SYNTHETIC_DEMO
2019-01-07,IND_PAR,10,4.53,84.7,3.07,SYNTHETIC_DEMO
2019-01-07,IND_GVM,2,2.2,73.2,1.29,SYNTHETIC_DEMO
2019-01-07,IND_DHM,6,2.64,79.4,1.68,SYNTHETIC_DEMO
2019-01-07,IND_HLD,13,5.7,91.2,4.16,SYNTHETIC_DEMO
2019-01-07,IND_GOP,2,1.96,70.3,1.1,SYNTHETIC_DEMO
2019-01-07,AUS_NEW,10,3.7,88.5,2.62,SYNTHETIC_DEMO
2019-01-07,AUS_HAY,3,2.62,77.4,1.62,SYNTHETIC_DEMO
2019-01-07,IDN_TAB,8,4.09,85.7,2.8,SYNTHETIC_DEMO
2019-01-07,ZAF_RIC,5,2.72,81.0,1.76,SYNTHETIC_DEMO
2019-01-08,IND_VZG,7,3.22,77.8,2.0,SYNTHETIC_DEMO
2019-01-08,IND_PAR,12,4.26,89.0,3.03,SYNTHETIC_DEMO
2019-01-08,IND_GVM,6,2.49,73.5,1.46,SYNTHETIC_DEMO
2019-01-08,IND_DHM,8,3.16,82.7,2.09,SYNTHETIC_DEMO
2019-01-08,IND_HLD,11,5.07,90.5,3.67,SYNTHETIC_DEMO
2019-01-08,IND_GOP,4,1.84,70.5,1.04,SYNTHETIC_DEMO
2019-01-08,AUS_NEW,9,3.86,94.4,2.92,SYNTHETIC_DEMO
2019-01-08,AUS_HAY,7,2.72,81.8,1.78,SYNTHETIC_DEMO
2019-01-08,IDN_TAB,9,4.23,86.7,2.93,SYNTHETIC_DEMO
2019-01-08,ZAF_RIC,7,3.06,84.9,2.08,SYNTHETIC_DEMO
2019-01-09,IND_VZG,7,3.3,79.0,2.09,SYNTHETIC_DEMO
2019-01-09,IND_PAR,9,4.33,90.1,3.12,SYNTHETIC_DEMO
2019-01-09,IND_GVM,6,2.03,72.8,1.18,SYNTHETIC_DEMO
2019-01-09,IND_DHM,8,2.81,82.4,1.85,SYNTHETIC_DEMO
2019-01-09,IND_HLD,10,5.59,93.6,4.19,SYNTHETIC_DEMO
2019-01-09,IND_GOP,4,2.13,71.6,1.22,SYNTHETIC_DEMO
2019-01-09,AUS_NEW,10,4.58,91.7,3.36,SYNTHETIC_DEMO
2019-01-09,AUS_HAY,6,2.3,81.7,1.5,SYNTHETIC_DEMO
2019-01-09,IDN_TAB,9,3.56,83.2,2.37,SYNTHETIC_DEMO
2019-01-09,ZAF_RIC,6,2.9,80.2,1.86,SYNTHETIC_DEMO
2019-01-10,IND_VZG,5,2.94,84.4,1.99,SYNTHETIC_DEMO
2019-01-10,IND_PAR,11,4.77,85.8,3.27,SYNTHETIC_DEMO
2019-01-10,IND_GVM,4,2.13,71.7,1.22,SYNTHETIC_DEMO
2019-01-10,IND_DHM,6,3.21,83.8,2.15,SYNTHETIC_DEMO
2019-01-10,IND_HLD,13,5.27,95.8,4.04,SYNTHETIC_DEMO
2019-01-10,IND_GOP,3,2.44,68.5,1.34,SYNTHETIC_DEMO
2019-01-10,AUS_NEW,9,4.12,91.0,3.0,SYNTHETIC_DEMO
2019-01-10,AUS_HAY,7,2.56,80.3,1.64,SYNTHETIC_DEMO
2019-01-10,IDN_TAB,9,3.52,81.3,2.29,SYNTHETIC_DEMO
2019-01-10,ZAF_RIC,5,2.53,80.8,1.64,SYNTHETIC_DEMO
2019-01-11,IND_VZG,7,3.39,79.0,2.14,SYNTHETIC_DEMO
2019-01-11,IND_PAR,12,4.75,88.8,3.37,SYNTHETIC_DEMO
2019-01-11,IND_GVM,6,2.53,78.6,1.59,SYNTHETIC_DEMO
2019-01-11,IND_DHM,7,3.27,83.1,2.17,SYNTHETIC_DEMO
2019-01-11,IND_HLD,12,5.09,92.9,3.78,SYNTHETIC_DEMO
2019-01-11,IND_GOP,5,1.95,74.1,1.16,SYNTHETIC_DEMO
2019-01-11,AUS_NEW,8,3.92,91.7,2.88,SYNTHETIC_DEMO
2019-01-11,AUS_HAY,8,2.5,75.8,1.52,SYNTHETIC_DEMO
2019-01-11,IDN_TAB,9,3.29,84.3,2.22,SYNTHETIC_DEMO
2019-01-11,ZAF_RIC,6,3.73,78.3,2.34,SYNTHETIC_DEMO
2019-01-12,IND_VZG,5,2.58,82.7,1.71,SYNTHETIC_DEMO
2019-01-12,IND_PAR,12,4.65,88.3,3.28,SYNTHETIC_DEMO
2019-01-12,IND_GVM,5,2.34,73.1,1.37,SYNTHETIC_DEMO
2019-01-12,IND_DHM,5,3.0,80.9,1.94,SYNTHETIC_DEMO
2019-01-12,IND_HLD,12,5.29,95.2,4.03,SYNTHETIC_DEMO
2019-01-12,IND_GOP,3,2.11,71.8,1.21,SYNTHETIC_DEMO
2019-01-12,AUS_NEW,9,3.82,93.7,2.86,SYNTHETIC_DEMO
2019-01-12,AUS_HAY,7,2.92,77.0,1.8,SYNTHETIC_DEMO
2019-01-12,IDN_TAB,8,3.62,87.3,2.53,SYNTHETIC_DEMO
2019-01-12,ZAF_RIC,7,3.05,83.5,2.04,SYNTHETIC_DEMO
2019-01-13,IND_VZG,5,2.79,81.9,1.83,SYNTHETIC_DEMO
2019-01-13,IND_PAR,11,4.38,90.1,3.16,SYNTHETIC_DEMO
2019-01-13,IND_GVM,6,2.85,75.6,1.72,SYNTHETIC_DEMO
2019-01-13,IND_DHM,8,3.27,83.5,2.18,SYNTHETIC_DEMO
2019-01-13,IND_HLD,13,5.31,93.7,3.98,SYNTHETIC_DEMO
2019-01-13,IND_GOP,2,1.52,71.7,0.87,SYNTHETIC_DEMO
2019-01-13,AUS_NEW,11,4.53,90.7,3.29,SYNTHETIC_DEMO
2019-01-13,AUS_HAY,7,3.02,79.3,1.92,SYNTHETIC_DEMO
2019-01-13,IDN_TAB,8,3.14,88.8,2.23,SYNTHETIC_DEMO
2019-01-13,ZAF_RIC,9,3.24,83.5,2.16,SYNTHETIC_DEMO
2019-01-14,IND_VZG,8,3.63,79.4,2.31,SYNTHETIC_DEMO
2019-01-14,IND_PAR,9,4.92,89.6,3.53,SYNTHETIC_DEMO
2019-01-14,IND_GVM,5,2.38,75.4,1.44,SYNTHETIC_DEMO
2019-01-14,IND_DHM,7,3.46,83.3,2.31,SYNTHETIC_DEMO
2019-01-14,IND_HLD,14,5.42,91.7,3.98,SYNTHETIC_DEMO
2019-01-14,IND_GOP,4,2.66,70.9,1.51,SYNTHETIC_DEMO
2019-01-14,AUS_NEW,12,4.23,93.0,3.15,SYNTHETIC_DEMO
2019-01-14,AUS_HAY,7,2.72,79.0,1.72,SYNTHETIC_DEMO
2019-01-14,IDN_TAB,10,3.81,85.3,2.6,SYNTHETIC_DEMO
2019-01-14,ZAF_RIC,8,3.0,79.5,1.91,SYNTHETIC_DEMO
2019-01-15,IND_VZG,7,3.23,81.4,2.1,SYNTHETIC_DEMO
2019-01-15,IND_PAR,11,4.75,90.9,3.45,SYNTHETIC_DEMO
2019-01-15,IND_GVM,6,2.5,76.7,1.53,SYNTHETIC_DEMO
2019-01-15,IND_DHM,8,2.98,85.9,2.05,SYNTHETIC_DEMO
2019-01-15,IND_HLD,13,5.36,91.1,3.91,SYNTHETIC_DEMO
2019-01-15,IND_GOP,3,2.06,75.4,1.24,SYNTHETIC_DEMO
2019-01-15,AUS_NEW,9,4.51,93.3,3.37,SYNTHETIC_DEMO
2019-01-15,AUS_HAY,7,2.22,80.6,1.43,SYNTHETIC_DEMO
2019-01-15,IDN_TAB,11,3.7,85.1,2.52,SYNTHETIC_DEMO
2019-01-15,ZAF_RIC,8,3.26,82.4,2.15,SYNTHETIC_DEMO
2019-01-16,IND_VZG,7,2.7,82.2,1.78,SYNTHETIC_DEMO
2019-01-16,IND_PAR,9,4.82,90.9,3.51,SYNTHETIC_DEMO
2019-01-16,IND_GVM,6,1.79,72.4,1.04,SYNTHETIC_DEMO
2019-01-16,IND_DHM,7,3.44,84.6,2.33,SYNTHETIC_DEMO
2019-01-16,IND_HLD,14,5.45,91.5,3.99,SYNTHETIC_DEMO
2019-01-16,IND_GOP,5,2.07,75.2,1.25,SYNTHETIC_DEMO
2019-01-16,AUS_NEW,7,4.82,92.5,3.57,SYNTHETIC_DEMO
2019-01-16,AUS_HAY,7,2.41,79.1,1.53,SYNTHETIC_DEMO
2019-01-16,IDN_TAB,7,3.86,86.6,2.67,SYNTHETIC_DEMO
2019-01-16,ZAF_RIC,8,3.27,82.6,2.16,SYNTHETIC_DEMO
2019-01-17,IND_VZG,8,2.61,84.0,1.75,SYNTHETIC_DEMO
2019-01-17,IND_PAR,12,4.67,92.0,3.44,SYNTHETIC_DEMO
2019-01-17,IND_GVM,7,2.49,78.4,1.56,SYNTHETIC_DEMO
2019-01-17,IND_DHM,8,3.34,84.8,2.27,SYNTHETIC_DEMO
2019-01-17,IND_HLD,15,6.0,93.7,4.5,SYNTHETIC_DEMO
2019-01-17,IND_GOP,5,2.61,72.7,1.52,SYNTHETIC_DEMO
2019-01-17,AUS_NEW,10,4.05,92.0,2.98,SYNTHETIC_DEMO
2019-01-17,AUS_HAY,6,2.72,80.3,1.75,SYNTHETIC_DEMO
2019-01-17,IDN_TAB,9,3.9,84.3,2.63,SYNTHETIC_DEMO
2019-01-17,ZAF_RIC,8,2.85,82.0,1.87,SYNTHETIC_DEMO
2019-01-18,IND_VZG,8,3.28,83.5,2.19,SYNTHETIC_DEMO
2019-01-18,IND_PAR,11,4.65,88.3,3.28,SYNTHETIC_DEMO
2019-01-18,IND_GVM,4,2.5,76.3,1.53,SYNTHETIC_DEMO
2019-01-18,IND_DHM,8,3.01,81.9,1.97,SYNTHETIC_DEMO
2019-01-18,IND_HLD,11,5.4,92.4,3.99,SYNTHETIC_DEMO
2019-01-18,IND_GOP,4,2.5,70.4,1.41,SYNTHETIC_DEMO
2019-01-18,AUS_NEW,11,4.32,91.9,3.18,SYNTHETIC_DEMO
2019-01-18,AUS_HAY,9,3.04,79.2,1.93,SYNTHETIC_DEMO
2019-01-18,IDN_TAB,9,4.0,85.7,2.74,SYNTHETIC_DEMO
2019-01-18,ZAF_RIC,8,3.56,81.0,2.31,SYNTHETIC_DEMO
2019-01-19,IND_VZG,8,3.19,84.2,2.15,SYNTHETIC_DEMO
2019-01-19,IND_PAR,10,4.99,89.5,3.57,SYNTHETIC_DEMO
2019-01-19,IND_GVM,5,2.54,78.1,1.59,SYNTHETIC_DEMO
2019-01-19,IND_DHM,8,3.72,84.9,2.53,SYNTHETIC_DEMO
2019-01-19,IND_HLD,13,6.14,92.8,4.56,SYNTHETIC_DEMO
2019-01-19,IND_GOP,4,2.3,69.1,1.27,SYNTHETIC_DEMO
2019-01-19,AUS_NEW,9,4.36,92.1,3.21,SYNTHETIC_DEMO
2019-01-19,AUS_HAY,8,3.07,77.7,1.91,SYNTHETIC_DEMO
2019-01-19,IDN_TAB,7,3.64,85.4,2.49,SYNTHETIC_DEMO
2019-01-19,ZAF_RIC,8,3.13,83.8,2.1,SYNTHETIC_DEMO
2019-01-20,IND_VZG,7,3.62,82.0,2.37,SYNTHETIC_DEMO
2019-01-20,IND_PAR,9,4.62,89.9,3.32,SYNTHETIC_DEMO
2019-01-20,IND_GVM,4,2.67,76.2,1.63,SYNTHETIC_DEMO
2019-01-20,IND_DHM,10,3.28,83.8,2.2,SYNTHETIC_DEMO
2019-01-20,IND_HLD,14,6.09,93.7,4.57,SYNTHETIC_DEMO
2019-01-20,IND_GOP,4,2.89,73.3,1.69,SYNTHETIC_DEMO
2019-01-20,AUS_NEW,12,4.55,91.6,3.33,SYNTHETIC_DEMO
2019-01-20,AUS_HAY,6,2.94,78.4,1.84,SYNTHETIC_DEMO
2019-01-20,IDN_TAB,9,3.83,85.8,2.63,SYNTHETIC_DEMO
2019-01-20,ZAF_RIC,7,3.83,83.9,2.57,SYNTHETIC_DEMO
2019-01-21,IND_VZG,6,3.1,79.5,1.97,SYNTHETIC_DEMO
2019-01-21,IND_PAR,12,4.57,88.0,3.22,SYNTHETIC_DEMO
2019-01-21,IND_GVM,5,2.65,76.1,1.61,SYNTHETIC_DEMO
2019-01-21,IND_DHM,7,3.17,81.5,2.07,SYNTHETIC_DEMO
2019-01-21,IND_HLD,14,5.28,94.9,4.01,SYNTHETIC_DEMO
2019-01-21,IND_GOP,3,2.21,71.5,1.26,SYNTHETIC_DEMO
2019-01-21,AUS_NEW,9,4.41,92.7,3.27,SYNTHETIC_DEMO
2019-01-21,AUS_HAY,8,3.34,79.3,2.12,SYNTHETIC_DEMO
2019-01-21,IDN_TAB,9,3.43,84.3,2.31,SYNTHETIC_DEMO
2019-01-21,ZAF_RIC,7,3.43,82.6,2.27,SYNTHETIC_DEMO
2019-01-22,IND_VZG,7,2.5,83.4,1.67,SYNTHETIC_DEMO
2019-01-22,IND_PAR,12,4.67,88.2,3.3,SYNTHETIC_DEMO
2019-01-22,IND_GVM,7,2.03,75.7,1.23,SYNTHETIC_DEMO
2019-01-22,IND_DHM,9,3.86,85.0,2.62,SYNTHETIC_DEMO
2019-01-22,IND_HLD,13,5.48,91.7,4.02,SYNTHETIC_DEMO
2019-01-22,IND_GOP,6,2.4,70.4,1.35,SYNTHETIC_DEMO
2019-01-22,AUS_NEW,11,4.81,96.1,3.7,SYNTHETIC_DEMO
2019-01-22,AUS_HAY,5,3.22,78.9,2.03,SYNTHETIC_DEMO
2019-01-22,IDN_TAB,11,3.45,88.9,2.45,SYNTHETIC_DEMO
2019-01-22,ZAF_RIC,6,3.41,83.0,2.26,SYNTHETIC_DEMO
2019-01-23,IND_VZG,7,2.85,83.4,1.9,SYNTHETIC_DEMO
2019-01-23,IND_PAR,12,4.86,91.1,3.54,SYNTHETIC_DEMO
2019-01-23,IND_GVM,8,2.39,75.4,1.44,SYNTHETIC_DEMO
2019-01-23,IND_DHM,9,3.3,84.4,2.23,SYNTHETIC_DEMO
2019-01-23,IND_HLD,14,5.4,93.4,4.03,SYNTHETIC_DEMO
2019-01-23,IND_GOP,6,1.89,73.6,1.11,SYNTHETIC_DEMO
2019-01-23,AUS_NEW,8,4.79,89.8,3.44,SYNTHETIC_DEMO
2019-01-23,AUS_HAY,8,3.05,80.0,1.95,SYNTHETIC_DEMO
2019-01-23,IDN_TAB,9,4.2,86.8,2.92,SYNTHETIC_DEMO
2019-01-23,ZAF_RIC,8,3.16,83.1,2.1,SYNTHETIC_DEMO
2019-01-24,IND_VZG,7,2.94,80.3,1.89,SYNTHETIC_DEMO
2019-01-24,IND_PAR,13,4.42,93.5,3.31,SYNTHETIC_DEMO
2019-01-24,IND_GVM,6,2.63,76.8,1.62,SYNTHETIC_DEMO
2019-01-24,IND_DHM,8,3.91,83.7,2.62,SYNTHETIC_DEMO
2019-01-24,IND_HLD,13,5.69,94.1,4.28,SYNTHETIC_DEMO
2019-01-24,IND_GOP,5,1.96,74.9,1.17,SYNTHETIC_DEMO
2019-01-24,AUS_NEW,8,4.52,89.6,3.24,SYNTHETIC_DEMO
2019-01-24,AUS_HAY,7,3.48,82.5,2.3,SYNTHETIC_DEMO
2019-01-24,IDN_TAB,11,3.43,86.9,2.38,SYNTHETIC_DEMO
2019-01-24,ZAF_RIC,7,3.31,83.8,2.22,SYNTHETIC_DEMO
2019-01-25,IND_VZG,7,3.06,83.1,2.03,SYNTHETIC_DEMO
2019-01-25,IND_PAR,11,5.06,92.1,3.73,SYNTHETIC_DEMO
2019-01-25,IND_GVM,6,2.32,75.7,1.4,SYNTHETIC_DEMO
2019-01-25,IND_DHM,7,3.77,84.4,2.55,SYNTHETIC_DEMO
2019-01-25,IND_HLD,13,4.97,95.1,3.78,SYNTHETIC_DEMO
2019-01-25,IND_GOP,4,2.01,72.0,1.16,SYNTHETIC_DEMO
2019-01-25,AUS_NEW,10,3.96,90.5,2.87,SYNTHETIC_DEMO
2019-01-25,AUS_HAY,6,2.55,81.4,1.66,SYNTHETIC_DEMO
2019-01-25,IDN_TAB,10,3.15,88.2,2.22,SYNTHETIC_DEMO
2019-01-25,ZAF_RIC,9,2.94,82.2,1.93,SYNTHETIC_DEMO
2019-01-26,IND_VZG,8,3.66,82.4,2.41,SYNTHETIC_DEMO
2019-01-26,IND_PAR,14,4.43,92.3,3.27,SYNTHETIC_DEMO
2019-01-26,IND_GVM,7,2.67,77.6,1.66,SYNTHETIC_DEMO
2019-01-26,IND_DHM,7,3.55,83.8,2.38,SYNTHETIC_DEMO
2019-01-26,IND_HLD,12,5.73,95.0,4.35,SYNTHETIC_DEMO
2019-01-26,IND_GOP,4,2.06,74.4,1.23,SYNTHETIC_DEMO
2019-01-26,AUS_NEW,13,4.38,92.0,3.22,SYNTHETIC_DEMO
2019-01-26,AUS_HAY,7,2.9,79.0,1.83,SYNTHETIC_DEMO
2019-01-26,IDN_TAB,9,4.21,89.0,3.0,SYNTHETIC_DEMO
2019-01-26,ZAF_RIC,8,3.68,82.7,2.43,SYNTHETIC_DEMO
2019-01-27,IND_VZG,6,3.06,79.4,1.94,SYNTHETIC_DEMO
2019-01-27,IND_PAR,12,5.18,90.8,3.76,SYNTHETIC_DEMO
2019-01-27,IND_GVM,5,2.84,77.9,1.77,SYNTHETIC_DEMO
2019-01-27,IND_DHM,9,3.85,83.7,2.58,SYNTHETIC_DEMO
2019-01-27,IND_HLD,16,5.81,90.9,4.23,SYNTHETIC_DEMO
2019-01-27,IND_GOP,4,2.31,71.6,1.32,SYNTHETIC_DEMO
2019-01-27,AUS_NEW,10,4.37,91.0,3.18,SYNTHETIC_DEMO
2019-01-27,AUS_HAY,7,2.48,78.3,1.55,SYNTHETIC_DEMO
2019-01-27,IDN_TAB,7,3.5,88.2,2.47,SYNTHETIC_DEMO
2019-01-27,ZAF_RIC,9,2.7,86.6,1.87,SYNTHETIC_DEMO
2019-01-28,IND_VZG,6,2.61,79.8,1.67,SYNTHETIC_DEMO
2019-01-28,IND_PAR,10,4.99,91.7,3.66,SYNTHETIC_DEMO
2019-01-28,IND_GVM,5,2.5,77.2,1.54,SYNTHETIC_DEMO
2019-01-28,IND_DHM,8,3.26,84.0,2.19,SYNTHETIC_DEMO
2019-01-28,IND_HLD,12,6.1,94.9,4.63,SYNTHETIC_DEMO
2019-01-28,IND_GOP,7,3.43,72.4,1.99,SYNTHETIC_DEMO
2019-01-28,AUS_NEW,9,4.1,89.4,2.93,SYNTHETIC_DEMO
2019-01-28,AUS_HAY,9,2.3,82.6,1.52,SYNTHETIC_DEMO
2019-01-28,IDN_TAB,8,3.71,85.4,2.53,SYNTHETIC_DEMO
2019-01-28,ZAF_RIC,8,3.09,82.2,2.03,SYNTHETIC_DEMO
2019-01-29,IND_VZG,8,2.49,83.0,1.65,SYNTHETIC_DEMO
2019-01-29,IND_PAR,12,4.75,86.8,3.3,SYNTHETIC_DEMO
2019-01-29,IND_GVM,6,2.44,75.8,1.48,SYNTHETIC_DEMO
2019-01-29,IND_DHM,8,2.92,85.9,2.01,SYNTHETIC_DEMO
2019-01-29,IND_HLD,14,5.11,95.3,3.9,SYNTHETIC_DEMO
2019-01-29,IND_GOP,5,2.91,72.8,1.69,SYNTHETIC_DEMO
2019-01-29,AUS_NEW,10,4.85,91.6,3.55,SYNTHETIC_DEMO
2019-01-29,AUS_HAY,9,3.12,80.5,2.01,SYNTHETIC_DEMO
2019-01-29,IDN_TAB,8,3.32,84.8,2.25,SYNTHETIC_DEMO
2019-01-29,ZAF_RIC,6,2.78,83.2,1.85,SYNTHETIC_DEMO
2019-01-30,IND_VZG,5,2.86,84.2,1.93,SYNTHETIC_DEMO
2019-01-30,IND_PAR,13,4.68,90.8,3.4,SYNTHETIC_DEMO
2019-01-30,IND_GVM,7,2.15,75.7,1.3,SYNTHETIC_DEMO
2019-01-30,IND_DHM,8,3.59,84.0,2.41,SYNTHETIC_DEMO
2019-01-30,IND_HLD,12,5.59,95.0,4.25,SYNTHETIC_DEMO
2019-01-30,IND_GOP,4,1.99,71.8,1.14,SYNTHETIC_DEMO
2019-01-30,AUS_NEW,10,3.89,88.7,2.76,SYNTHETIC_DEMO
2019-01-30,AUS_HAY,4,2.53,78.6,1.59,SYNTHETIC_DEMO
2019-01-30,IDN_TAB,10,3.86,86.0,2.66,SYNTHETIC_DEMO
2019-01-30,ZAF_RIC,7,3.05,82.7,2.02,SYNTHETIC_DEMO
2019-01-31,IND_VZG,6,2.99,81.6,1.95,SYNTHETIC_DEMO
2019-01-31,IND_PAR,12,5.06,92.8,3.76,SYNTHETIC_DEMO
2019-01-31,IND_GVM,6,2.34,75.1,1.41,SYNTHETIC_DEMO
2019-01-31,IND_DHM,8,3.74,83.1,2.49,SYNTHETIC_DEMO
2019-01-31,IND_HLD,13,5.5,96.8,4.26,SYNTHETIC_DEMO
2019-01-31,IND_GOP,6,2.06,73.2,1.21,SYNTHETIC_DEMO
2019-01-31,AUS_NEW,8,4.14,91.1,3.02,SYNTHETIC_DEMO
2019-01-31,AUS_HAY,9,2.71,79.1,1.71,SYNTHETIC_DEMO
2019-01-31,IDN_TAB,8,3.75,82.6,2.48,SYNTHETIC_DEMO
2019-01-31,ZAF_RIC,8,2.93,82.1,1.92,SYNTHETIC_DEMO
2019-02-01,IND_VZG,7,2.77,85.5,1.89,SYNTHETIC_DEMO
2019-02-01,IND_PAR,11,4.23,91.4,3.09,SYNTHETIC_DEMO
2019-02-01,IND_GVM,6,2.76,76.0,1.68,SYNTHETIC_DEMO
2019-02-01,IND_DHM,8,2.95,85.0,2.01,SYNTHETIC_DEMO
2019-02-01,IND_HLD,14,5.38,95.4,4.11,SYNTHETIC_DEMO
2019-02-01,IND_GOP,4,2.69,73.8,1.59,SYNTHETIC_DEMO
2019-02-01,AUS_NEW,8,4.43,88.4,3.13,SYNTHETIC_DEMO
2019-02-01,AUS_HAY,6,2.17,77.2,1.34,SYNTHETIC_DEMO
2019-02-01,IDN_TAB,7,3.32,85.7,2.28,SYNTHETIC_DEMO
2019-02-01,ZAF_RIC,6,2.97,80.2,1.91,SYNTHETIC_DEMO
2019-02-02,IND_VZG,6,3.22,83.2,2.14,SYNTHETIC_DEMO
2019-02-02,IND_PAR,10,5.02,91.3,3.67,SYNTHETIC_DEMO
2019-02-02,IND_GVM,7,2.38,72.8,1.39,SYNTHETIC_DEMO
2019-02-02,IND_DHM,8,3.65,80.8,2.36,SYNTHETIC_DEMO
2019-02-02,IND_HLD,13,5.65,96.3,4.35,SYNTHETIC_DEMO
2019-02-02,IND_GOP,1,1.76,74.0,1.04,SYNTHETIC_DEMO
2019-02-02,AUS_NEW,7,4.19,89.3,2.99,SYNTHETIC_DEMO
