date,commodity_name,price,currency,unit,source
2019-01-16,iron_ore,119.85,USD,per_tonne,SYNTHETIC_DEMO
2019-01-16,grain,267.03,USD,per_tonne,SYNTHETIC_DEMO
2019-01-17,thermal_coal,146.91,USD,per_tonne,SYNTHETIC_DEMO
2019-01-17,iron_ore,119.35,USD,per_tonne,SYNTHETIC_DEMO
2019-01-17,grain,266.55,USD,per_tonne,SYNTHETIC_DEMO
2019-01-18,thermal_coal,146.14,USD,per_tonne,SYNTHETIC_DEMO
2019-01-18,iron_ore,119.47,USD,per_tonne,SYNTHETIC_DEMO
2019-01-18,grain,264.09,USD,per_tonne,SYNTHETIC_DEMO
2019-01-19,thermal_coal,147.31,USD,per_tonne,SYNTHETIC_DEMO
2019-01-19,iron_ore,119.26,USD,per_tonne,SYNTHETIC_DEMO
2019-01-19,grain,265.96,USD,per_tonne,SYNTHETIC_DEMO
2019-01-20,thermal_coal,147.6,USD,per_tonne,SYNTHETIC_DEMO
2019-01-20,iron_ore,119.75,USD,per_tonne,SYNTHETIC_DEMO
2019-01-20,grain,264.17,USD,per_tonne,SYNTHETIC_DEMO
2019-01-21,thermal_coal,146.63,USD,per_tonne,SYNTHETIC_DEMO
2019-01-21,iron_ore,119.64,USD,per_tonne,SYNTHETIC_DEMO
2019-01-21,grain,267.31,USD,per_tonne,SYNTHETIC_DEMO
2019-01-22,thermal_coal,147.51,USD,per_tonne,SYNTHETIC_DEMO
2019-01-22,iron_ore,120.15,USD,per_tonne,SYNTHETIC_DEMO
2019-01-22,grain,264.85,USD,per_tonne,SYNTHETIC_DEMO
2019-01-23,thermal_coal,148.02,USD,per_tonne,SYNTHETIC_DEMO
2019-01-23,iron_ore,119.85,USD,per_tonne,SYNTHETIC_DEMO
2019-01-23,grain,267.29,USD,per_tonne,SYNTHETIC_DEMO
2019-01-24,thermal_coal,147.18,USD,per_tonne,SYNTHETIC_DEMO
2019-01-24,iron_ore,119.07,USD,per_tonne,SYNTHETIC_DEMO
2019-01-24,grain,266.75,USD,per_tonne,SYNTHETIC_DEMO
2019-01-25,thermal_coal,146.68,USD,per_tonne,SYNTHETIC_DEMO
2019-01-25,iron_ore,119.46,USD,per_tonne,SYNTHETIC_DEMO
2019-01-25,grain,263.97,USD,per_tonne,SYNTHETIC_DEMO
2019-01-26,thermal_coal,147.55,USD,per_tonne,SYNTHETIC_DEMO
2019-01-26,iron_ore,119.29,USD,per_tonne,SYNTHETIC_DEMO
2019-01-26,grain,263.61,USD,per_tonne,SYNTHETIC_DEMO
2019-01-27,thermal_coal,148.11,USD,per_tonne,SYNTHETIC_DEMO
2019-01-27,iron_ore,119.05,USD,per_tonne,SYNTHETIC_DEMO
2019-01-27,grain,267.76,USD,per_tonne,SYNTHETIC_DEMO
2019-01-28,thermal_coal,148.41,USD,per_tonne,SYNTHETIC_DEMO
2019-01-28,iron_ore,118.6,USD,per_tonne,SYNTHETIC_DEMO
2019-01-28,grain,262.18,USD,per_tonne,SYNTHETIC_DEMO
2019-01-29,thermal_coal,148.06,USD,per_tonne,SYNTHETIC_DEMO
2019-01-29,iron_ore,118.56,USD,per_tonne,SYNTHETIC_DEMO
2019-01-29,grain,264.71,USD,per_tonne,SYNTHETIC_DEMO
2019-01-30,thermal_coal,150.33,USD,per_tonne,SYNTHETIC_DEMO
2019-01-30,iron_ore,118.29,USD,per_tonne,SYNTHETIC_DEMO
2019-01-30,grain,265.3,USD,per_tonne,SYNTHETIC_DEMO
2019-01-31,thermal_coal,149.49,USD,per_tonne,SYNTHETIC_DEMO
2019-01-31,iron_ore,118.0,USD,per_tonne,SYNTHETIC_DEMO
2019-01-31,grain,263.8,USD,per_tonne,SYNTHETIC_DEMO
2019-02-01,thermal_coal,148.66,USD,per_tonne,SYNTHETIC_DEMO
2019-02-01,iron_ore,117.71,USD,per_tonne,SYNTHETIC_DEMO
2019-02-01,grain,265.42,USD,per_tonne,SYNTHETIC_DEMO
2019-02-02,thermal_coal,149.99,USD,per_tonne,SYNTHETIC_DEMO
2019-02-02,iron_ore,118.45,USD,per_tonne,SYNTHETIC_DEMO
2019-02-02,grain,265.89,USD,per_tonne,SYNTHETIC_DEMO
2019-02-03,thermal_coal,150.84,USD,per_tonne,SYNTHETIC_DEMO
2019-02-03,iron_ore,118.6,USD,per_tonne,SYNTHETIC_DEMO
2019-02-03,grain,265.17,USD,per_tonne,SYNTHETIC_DEMO
2019-02-04,thermal_coal,149.88,USD,per_tonne,SYNTHETIC_DEMO
2019-02-04,iron_ore,118.11,USD,per_tonne,SYNTHETIC_DEMO
2019-02-04,grain,261.79,USD,per_tonne,SYNTHETIC_DEMO
2019-02-05,thermal_coal,150.46,USD,per_tonne,SYNTHETIC_DEMO
2019-02-05,iron_ore,117.5,USD,per_tonne,SYNTHETIC_DEMO
2019-02-05,grain,262.36,USD,per_tonne,SYNTHETIC_DEMO
2019-02-06,thermal_coal,151.38,USD,per_tonne,SYNTHETIC_DEMO
2019-02-06,iron_ore,117.61,USD,per_tonne,SYNTHETIC_DEMO
2019-02-06,grain,264.13,USD,per_tonne,SYNTHETIC_DEMO
2019-02-07,thermal_coal,151.5,USD,per_tonne,SYNTHETIC_DEMO
2019-02-07,iron_ore,116.92,USD,per_tonne,SYNTHETIC_DEMO
2019-02-07,grain,267.29,USD,per_tonne,SYNTHETIC_DEMO
2019-02-08,thermal_coal,152.24,USD,per_tonne,SYNTHETIC_DEMO
2019-02-08,iron_ore,118.19,USD,per_tonne,SYNTHETIC_DEMO
2019-02-08,grain,265.75,USD,per_tonne,SYNTHETIC_DEMO
2019-02-09,thermal_coal,151.16,USD,per_tonne,SYNTHETIC_DEMO
2019-02-09,iron_ore,116.76,USD,per_tonne,SYNTHETIC_DEMO
2019-02-09,grain,263.1,USD,per_tonne,SYNTHETIC_DEMO
2019-02-10,thermal_coal,150.86,USD,per_tonne,SYNTHETIC_DEMO
2019-02-10,iron_ore,116.95,USD,per_tonne,SYNTHETIC_DEMO
2019-02-10,grain,260.85,USD,per_tonne,SYNTHETIC_DEMO
2019-02-11,thermal_coal,151.49,USD,per_tonne,SYNTHETIC_DEMO
2019-02-11,iron_ore,117.22,USD,per_tonne,SYNTHETIC_DEMO
2019-02-11,grain,259.89,USD,per_tonne,SYNTHETIC_DEMO
2019-02-12,thermal_coal,150.87,USD,per_tonne,SYNTHETIC_DEMO
2019-02-12,iron_ore,116.61,USD,per_tonne,SYNTHETIC_DEMO
2019-02-12,grain,260.41,USD,per_tonne,SYNTHETIC_DEMO
2019-02-13,thermal_coal,151.9,USD,per_tonne,SYNTHETIC_DEMO
2019-02-13,iron_ore,116.0,USD,per_tonne,SYNTHETIC_DEMO
2019-02-13,grain,261.87,USD,per_tonne,SYNTHETIC_DEMO
2019-02-14,thermal_coal,152.19,USD,per_tonne,SYNTHETIC_DEMO
2019-02-14,iron_ore,114.75,USD,per_tonne,SYNTHETIC_DEMO
2019-02-14,grain,265.82,USD,per_tonne,SYNTHETIC_DEMO
2019-02-15,thermal_coal,151.59,USD,per_tonne,SYNTHETIC_DEMO
2019-02-15,iron_ore,116.91,USD,per_tonne,SYNTHETIC_DEMO
2019-02-15,grain,265.23,USD,per_tonne,SYNTHETIC_DEMO
2019-02-16,thermal_coal,152.85,USD,per_tonne,SYNTHETIC_DEMO
2019-02-16,iron_ore,116.13,USD,per_tonne,SYNTHETIC_DEMO
2019-02-16,grain,264.68,USD,per_tonne,SYNTHETIC_DEMO
2019-02-17,thermal_coal,153.6,USD,per_tonne,SYNTHETIC_DEMO
2019-02-17,iron_ore,115.68,USD,per_tonne,SYNTHETIC_DEMO
2019-02-17,grain,261.02,USD,per_tonne,SYNTHETIC_DEMO
2019-02-18,thermal_coal,154.66,USD,per_tonne,SYNTHETIC_DEMO
2019-02-18,iron_ore,116.2,USD,per_tonne,SYNTHETIC_DEMO
2019-02-18,grain,266.01,USD,per_tonne,SYNTHETIC_DEMO
2019-02-19,thermal_coal,155.04,USD,per_tonne,SYNTHETIC_DEMO
2019-02-19,iron_ore,116.69,USD,per_tonne,SYNTHETIC_DEMO
2019-02-19,grain,266.16,USD,per_tonne,SYNTHETIC_DEMO
2019-02-20,thermal_coal,155.65,USD,per_tonne,SYNTHETIC_DEMO
2019-02-20,iron_ore,115.53,USD,per_tonne,SYNTHETIC_DEMO
2019-02-20,grain,264.38,USD,per_tonne,SYNTHETIC_DEMO
2019-02-21,thermal_coal,155.67,USD,per_tonne,SYNTHETIC_DEMO
2019-02-21,iron_ore,114.46,USD,per_tonne,SYNTHETIC_DEMO
2019-02-21,grain,263.12,USD,per_tonne,SYNTHETIC_DEMO
2019-02-22,thermal_coal,155.27,USD,per_tonne,SYNTHETIC_DEMO
2019-02-22,iron_ore,114.13,USD,per_tonne,SYNTHETIC_DEMO
2019-02-22,grain,268.14,USD,per_tonne,SYNTHETIC_DEMO
2019-02-23,thermal_coal,155.57,USD,per_tonne,SYNTHETIC_DEMO
2019-02-23,iron_ore,113.76,USD,per_tonne,SYNTHETIC_DEMO
2019-02-23,grain,260.06,USD,per_tonne,SYNTHETIC_DEMO
2019-02-24,thermal_coal,156.29,USD,per_tonne,SYNTHETIC_DEMO
2019-02-24,iron_ore,113.75,USD,per_tonne,SYNTHETIC_DEMO
2019-02-24,grain,261.07,USD,per_tonne,SYNTHETIC_DEMO
2019-02-25,thermal_coal,156.59,USD,per_tonne,SYNTHETIC_DEMO
2019-02-25,iron_ore,113.83,USD,per_tonne,SYNTHETIC_DEMO
2019-02-25,grain,263.84,USD,per_tonne,SYNTHETIC_DEMO
2019-02-26,thermal_coal,158.26,USD,per_tonne,SYNTHETIC_DEMO
2019-02-26,iron_ore,113.59,USD,per_tonne,SYNTHETIC_DEMO
2019-02-26,grain,261.42,USD,per_tonne,SYNTHETIC_DEMO
2019-02-27,thermal_coal,158.5,USD,per_tonne,SYNTHETIC_DEMO
2019-02-27,iron_ore,115.17,USD,per_tonne,SYNTHETIC_DEMO
2019-02-27,grain,265.86,USD,per_tonne,SYNTHETIC_DEMO
2019-02-28,thermal_coal,157.3,USD,per_tonne,SYNTHETIC_DEMO
2019-02-28,iron_ore,114.96,USD,per_tonne,SYNTHETIC_DEMO
2019-02-28,grain,260.31,USD,per_tonne,SYNTHETIC_DEMO
2019-03-01,thermal_coal,157.51,USD,per_tonne,SYNTHETIC_DEMO
2019-03-01,iron_ore,116.01,USD,per_tonne,SYNTHETIC_DEMO
2019-03-01,grain,265.28,USD,per_tonne,SYNTHETIC_DEMO
2019-03-02,thermal_coal,157.97,USD,per_tonne,SYNTHETIC_DEMO
2019-03-02,iron_ore,115.25,USD,per_tonne,SYNTHETIC_DEMO
2019-03-02,grain,259.44,USD,per_tonne,SYNTHETIC_DEMO
2019-03-03,thermal_coal,158.69,USD,per_tonne,SYNTHETIC_DEMO
2019-03-03,iron_ore,114.75,USD,per_tonne,SYNTHETIC_DEMO
2019-03-03,grain,263.99,USD,per_tonne,SYNTHETIC_DEMO
2019-03-04,thermal_coal,158.2,USD,per_tonne,SYNTHETIC_DEMO
2019-03-04,iron_ore,114.68,USD,per_tonne,SYNTHETIC_DEMO
2019-03-04,grain,260.88,USD,per_tonne,SYNTHETIC_DEMO
2019-03-05,thermal_coal,157.47,USD,per_tonne,SYNTHETIC_DEMO
2019-03-05,iron_ore,114.36,USD,per_tonne,SYNTHETIC_DEMO
2019-03-05,grain,258.91,USD,per_tonne,SYNTHETIC_DEMO
2019-03-06,thermal_coal,157.9,USD,per_tonne,SYNTHETIC_DEMO
2019-03-06,iron_ore,115.25,USD,per_tonne,SYNTHETIC_DEMO
2019-03-06,grain,265.94,USD,per_tonne,SYNTHETIC_DEMO
2019-03-07,thermal_coal,157.72,USD,per_tonne,SYNTHETIC_DEMO
2019-03-07,iron_ore,115.5,USD,per_tonne,SYNTHETIC_DEMO
2019-03-07,grain,260.16,USD,per_tonne,SYNTHETIC_DEMO
2019-03-08,thermal_coal,157.85,USD,per_tonne,SYNTHETIC_DEMO
2019-03-08,iron_ore,115.78,USD,per_tonne,SYNTHETIC_DEMO
2019-03-08,grain,261.37,USD,per_tonne,SYNTHETIC_DEMO
2019-03-09,thermal_coal,158.33,USD,per_tonne,SYNTHETIC_DEMO
2019-03-09,iron_ore,114.08,USD,per_tonne,SYNTHETIC_DEMO
2019-03-09,grain,263.56,USD,per_tonne,SYNTHETIC_DEMO
2019-03-10,thermal_coal,158.45,USD,per_tonne,SYNTHETIC_DEMO
2019-03-10,iron_ore,114.0,USD,per_tonne,SYNTHETIC_DEMO
2019-03-10,grain,260.33,USD,per_tonne,SYNTHETIC_DEMO
2019-03-11,thermal_coal,158.95,USD,per_tonne,SYNTHETIC_DEMO
2019-03-11,iron_ore,113.54,USD,per_tonne,SYNTHETIC_DEMO
2019-03-11,grain,260.47,USD,per_tonne,SYNTHETIC_DEMO
2019-03-12,thermal_coal,158.84,USD,per_tonne,SYNTHETIC_DEMO
2019-03-12,iron_ore,112.91,USD,per_tonne,SYNTHETIC_DEMO
2019-03-12,grain,263.26,USD,per_tonne,SYNTHETIC_DEMO
2019-03-13,thermal_coal,158.56,USD,per_tonne,SYNTHETIC_DEMO
2019-03-13,iron_ore,112.16,USD,per_tonne,SYNTHETIC_DEMO
2019-03-13,grain,260.63,USD,per_tonne,SYNTHETIC_DEMO
2019-03-14,thermal_coal,158.93,USD,per_tonne,SYNTHETIC_DEMO
2019-03-14,iron_ore,111.25,USD,per_tonne,SYNTHETIC_DEMO
2019-03-14,grain,259.01,USD,per_tonne,SYNTHETIC_DEMO
2019-03-15,thermal_coal,160.72,USD,per_tonne,SYNTHETIC_DEMO
2019-03-15,iron_ore,112.15,USD,per_tonne,SYNTHETIC_DEMO
2019-03-15,grain,254.88,USD,per_tonne,SYNTHETIC_DEMO
2019-03-16,thermal_coal,160.51,USD,per_tonne,SYNTHETIC_DEMO
2019-03-16,iron_ore,111.67,USD,per_tonne,SYNTHETIC_DEMO
2019-03-16,grain,259.01,USD,per_tonne,SYNTHETIC_DEMO
2019-03-17,thermal_coal,160.36,USD,per_tonne,SYNTHETIC_DEMO
2019-03-17,iron_ore,112.11,USD,per_tonne,SYNTHETIC_DEMO
2019-03-17,grain,258.82,USD,per_tonne,SYNTHETIC_DEMO
2019-03-18,thermal_coal,159.58,USD,per_tonne,SYNTHETIC_DEMO
2019-03-18,iron_ore,111.07,USD,per_tonne,SYNTHETIC_DEMO
2019-03-18,grain,259.04,USD,per_tonne,SYNTHETIC_DEMO
2019-03-19,thermal_coal,159.46,USD,per_tonne,SYNTHETIC_DEMO
2019-03-19,iron_ore,109.04,USD,per_tonne,SYNTHETIC_DEMO
2019-03-19,grain,258.3,USD,per_tonne,SYNTHETIC_DEMO
2019-03-20,thermal_coal,160.56,USD,per_tonne,SYNTHETIC_DEMO
2019-03-20,iron_ore,109.29,USD,per_tonne,SYNTHETIC_DEMO
2019-03-20,grain,260.02,USD,per_tonne,SYNTHETIC_DEMO
2019-03-21,thermal_coal,160.28,USD,per_tonne,SYNTHETIC_DEMO
2019-03-21,iron_ore,107.93,USD,per_tonne,SYNTHETIC_DEMO
2019-03-21,grain,261.48,USD,per_tonne,SYNTHETIC_DEMO
2019-03-22,thermal_coal,158.93,USD,per_tonne,SYNTHETIC_DEMO
2019-03-22,iron_ore,108.03,USD,per_tonne,SYNTHETIC_DEMO
2019-03-22,grain,255.3,USD,per_tonne,SYNTHETIC_DEMO
2019-03-23,thermal_coal,158.55,USD,per_tonne,SYNTHETIC_DEMO
2019-03-23,iron_ore,107.23,USD,per_tonne,SYNTHETIC_DEMO
2019-03-23,grain,257.15,USD,per_tonne,SYNTHETIC_DEMO
2019-03-24,thermal_coal,157.07,USD,per_tonne,SYNTHETIC_DEMO
2019-03-24,iron_ore,106.87,USD,per_tonne,SYNTHETIC_DEMO
2019-03-24,grain,258.04,USD,per_tonne,SYNTHETIC_DEMO
2019-03-25,thermal_coal,157.15,USD,per_tonne,SYNTHETIC_DEMO
2019-03-25,iron_ore,108.21,USD,per_tonne,SYNTHETIC_DEMO
2019-03-25,grain,258.35,USD,per_tonne,SYNTHETIC_DEMO
2019-03-26,thermal_coal,156.6,USD,per_tonne,SYNTHETIC_DEMO
2019-03-26,iron_ore,108.75,USD,per_tonne,SYNTHETIC_DEMO
2019-03-26,grain,257.05,USD,per_tonne,SYNTHETIC_DEMO
2019-03-27,thermal_coal,157.44,USD,per_tonne,SYNTHETIC_DEMO
2019-03-27,iron_ore,108.24,USD,per_tonne,SYNTHETIC_DEMO
2019-03-27,grain,256.81,USD,per_tonne,SYNTHETIC_DEMO
2019-03-28,thermal_coal,157.56,USD,per_tonne,SYNTHETIC_DEMO
2019-03-28,iron_ore,108.75,USD,per_tonne,SYNTHETIC_DEMO
2019-03-28,grain,257.88,USD,per_tonne,SYNTHETIC_DEMO
2019-03-29,thermal_coal,157.75,USD,per_tonne,SYNTHETIC_DEMO
2019-03-29,iron_ore,108.88,USD,per_tonne,SYNTHETIC_DEMO
2019-03-29,grain,256.3,USD,per_tonne,SYNTHETIC_DEMO
2019-03-30,thermal_coal,157.66,USD,per_tonne,SYNTHETIC_DEMO
2019-03-30,iron_ore,109.06,USD,per_tonne,SYNTHETIC_DEMO
2019-03-30,grain,255.08,USD,per_tonne,SYNTHETIC_DEMO
2019-03-31,thermal_coal,156.85,USD,per_tonne,SYNTHETIC_DEMO
2019-03-31,iron_ore,108.44,USD,per_tonne,SYNTHETIC_DEMO
2019-03-31,grain,258.55,USD,per_tonne,SYNTHETIC_DEMO
2019-04-01,thermal_coal,157.55,USD,per_tonne,SYNTHETIC_DEMO
2019-04-01,iron_ore,107.62,USD,per_tonne,SYNTHETIC_DEMO
2019-04-01,grain,255.04,USD,per_tonne,SYNTHETIC_DEMO
2019-04-02,thermal_coal,157.81,USD,per_tonne,SYNTHETIC_DEMO
2019-04-02,iron_ore,107.83,USD,per_tonne,SYNTHETIC_DEMO
2019-04-02,grain,256.43,USD,per_tonne,SYNTHETIC_DEMO
2019-04-03,thermal_coal,156.0,USD,per_tonne,SYNTHETIC_DEMO
2019-04-03,iron_ore,107.22,USD,per_tonne,SYNTHETIC_DEMO
2019-04-03,grain,253.44,USD,per_tonne,SYNTHETIC_DEMO
2019-04-04,thermal_coal,155.66,USD,per_tonne,SYNTHETIC_DEMO
2019-04-04,iron_ore,106.83,USD,per_tonne,SYNTHETIC_DEMO
2019-04-04,grain,256.92,USD,per_tonne,SYNTHETIC_DEMO
2019-04-05,thermal_coal,155.74,USD,per_tonne,SYNTHETIC_DEMO
2019-04-05,iron_ore,106.36,USD,per_tonne,SYNTHETIC_DEMO
2019-04-05,grain,254.34,USD,per_tonne,SYNTHETIC_DEMO
2019-04-06,thermal_coal,153.35,USD,per_tonne,SYNTHETIC_DEMO
2019-04-06,iron_ore,106.99,USD,per_tonne,SYNTHETIC_DEMO
2019-04-06,grain,254.52,USD,per_tonne,SYNTHETIC_DEMO
2019-04-07,thermal_coal,153.24,USD,per_tonne,SYNTHETIC_DEMO
2019-04-07,iron_ore,106.7,USD,per_tonne,SYNTHETIC_DEMO
2019-04-07,grain,251.17,USD,per_tonne,SYNTHETIC_DEMO
2019-04-08,thermal_coal,153.51,USD,per_tonne,SYNTHETIC_DEMO
2019-04-08,iron_ore,106.15,USD,per_tonne,SYNTHETIC_DEMO
2019-04-08,grain,253.1,USD,per_tonne,SYNTHETIC_DEMO
2019-04-09,thermal_coal,154.21,USD,per_tonne,SYNTHETIC_DEMO
2019-04-09,iron_ore,107.4,USD,per_tonne,SYNTHETIC_DEMO
2019-04-09,grain,253.95,USD,per_tonne,SYNTHETIC_DEMO
2019-04-10,thermal_coal,155.23,USD,per_tonne,SYNTHETIC_DEMO
2019-04-10,iron_ore,107.77,USD,per_tonne,SYNTHETIC_DEMO
2019-04-10,grain,257.38,USD,per_tonne,SYNTHETIC_DEMO
2019-04-11,thermal_coal,155.59,USD,per_tonne,SYNTHETIC_DEMO
2019-04-11,iron_ore,107.71,USD,per_tonne,SYNTHETIC_DEMO
2019-04-11,grain,256.19,USD,per_tonne,SYNTHETIC_DEMO
2019-04-12,thermal_coal,156.13,USD,per_tonne,SYNTHETIC_DEMO
2019-04-12,iron_ore,109.29,USD,per_tonne,SYNTHETIC_DEMO
2019-04-12,grain,252.59,USD,per_tonne,SYNTHETIC_DEMO
2019-04-13,thermal_coal,153.72,USD,per_tonne,SYNTHETIC_DEMO
2019-04-13,iron_ore,109.82,USD,per_tonne,SYNTHETIC_DEMO
2019-04-13,grain,252.28,USD,per_tonne,SYNTHETIC_DEMO
2019-04-14,thermal_coal,153.48,USD,per_tonne,SYNTHETIC_DEMO
2019-04-14,iron_ore,110.03,USD,per_tonne,SYNTHETIC_DEMO
2019-04-14,grain,249.53,USD,per_tonne,SYNTHETIC_DEMO
2019-04-15,thermal_coal,154.45,USD,per_tonne,SYNTHETIC_DEMO
2019-04-15,iron_ore,110.28,USD,per_tonne,SYNTHETIC_DEMO
2019-04-15,grain,255.02,USD,per_tonne,SYNTHETIC_DEMO
2019-04-16,thermal_coal,154.04,USD,per_tonne,SYNTHETIC_DEMO
2019-04-16,iron_ore,109.83,USD,per_tonne,SYNTHETIC_DEMO
2019-04-16,grain,251.64,USD,per_tonne,SYNTHETIC_DEMO
2019-04-17,thermal_coal,154.1,USD,per_tonne,SYNTHETIC_DEMO
2019-04-17,iron_ore,109.99,USD,per_tonne,SYNTHETIC_DEMO
2019-04-17,grain,252.08,USD,per_tonne,SYNTHETIC_DEMO
2019-04-18,thermal_coal,153.98,USD,per_tonne,SYNTHETIC_DEMO
2019-04-18,iron_ore,109.64,USD,per_tonne,SYNTHETIC_DEMO
2019-04-18,grain,250.8,USD,per_tonne,SYNTHETIC_DEMO
2019-04-19,thermal_coal,153.33,USD,per_tonne,SYNTHETIC_DEMO
2019-04-19,iron_ore,109.56,USD,per_tonne,SYNTHETIC_DEMO
2019-04-19,grain,251.92,USD,per_tonne,SYNTHETIC_DEMO
2019-04-20,thermal_coal,152.18,USD,per_tonne,SYNTHETIC_DEMO
2019-04-20,iron_ore,109.39,USD,per_tonne,SYNTHETIC_DEMO
2019-04-20,grain,249.89,USD,per_tonne,SYNTHETIC_DEMO
2019-04-21,thermal_coal,152.56,USD,per_tonne,SYNTHETIC_DEMO
2019-04-21,iron_ore,108.85,USD,per_tonne,SYNTHETIC_DEMO
2019-04-21,grain,251.13,USD,per_tonne,SYNTHETIC_DEMO
2019-04-22,thermal_coal,151.86,USD,per_tonne,SYNTHETIC_DEMO
2019-04-22,iron_ore,108.33,USD,per_tonne,SYNTHETIC_DEMO
2019-04-22,grain,249.56,USD,per_tonne,SYNTHETIC_DEMO
2019-04-23,thermal_coal,152.35,USD,per_tonne,SYNTHETIC_DEMO
2019-04-23,iron_ore,108.08,USD,per_tonne,SYNTHETIC_DEMO
2019-04-23,grain,250.79,USD,per_tonne,SYNTHETIC_DEMO
2019-04-24,thermal_coal,151.08,USD,per_tonne,SYNTHETIC_DEMO
2019-04-24,iron_ore,108.63,USD,per_tonne,SYNTHETIC_DEMO
2019-04-24,grain,244.93,USD,per_tonne,SYNTHETIC_DEMO
2019-04-25,thermal_coal,151.93,USD,per_tonne,SYNTHETIC_DEMO
2019-04-25,iron_ore,110.23,USD,per_tonne,SYNTHETIC_DEMO
2019-04-25,grain,244.66,USD,per_tonne,SYNTHETIC_DEMO
2019-04-26,thermal_coal,151.54,USD,per_tonne,SYNTHETIC_DEMO
2019-04-26,iron_ore,109.9,USD,per_tonne,SYNTHETIC_DEMO
2019-04-26,grain,251.8,USD,per_tonne,SYNTHETIC_DEMO
2019-04-27,thermal_coal,151.2,USD,per_tonne,SYNTHETIC_DEMO
2019-04-27,iron_ore,109.57,USD,per_tonne,SYNTHETIC_DEMO
2019-04-27,grain,248.01,USD,per_tonne,SYNTHETIC_DEMO
2019-04-28,thermal_coal,151.17,USD,per_tonne,SYNTHETIC_DEMO
2019-04-28,iron_ore,109.51,USD,per_tonne,SYNTHETIC_DEMO
2019-04-28,grain,246.08,USD,per_tonne,SYNTHETIC_DEMO
