date,index_name,value,source
2019-01-13,BPI,1593.2,SYNTHETIC_DEMO
2019-01-13,BSI,1252.6,SYNTHETIC_DEMO
2019-01-13,BHSI,753.7,SYNTHETIC_DEMO
2019-01-14,BDI,1731.3,SYNTHETIC_DEMO
2019-01-14,BCI,2391.1,SYNTHETIC_DEMO
2019-01-14,BPI,1607.3,SYNTHETIC_DEMO
2019-01-14,BSI,1252.4,SYNTHETIC_DEMO
2019-01-14,BHSI,723.9,SYNTHETIC_DEMO
2019-01-15,BDI,1695.1,SYNTHETIC_DEMO
2019-01-15,BCI,2363.5,SYNTHETIC_DEMO
2019-01-15,BPI,1549.8,SYNTHETIC_DEMO
2019-01-15,BSI,1222.1,SYNTHETIC_DEMO
2019-01-15,BHSI,716.7,SYNTHETIC_DEMO
2019-01-16,BDI,1716.8,SYNTHETIC_DEMO
2019-01-16,BCI,2412.8,SYNTHETIC_DEMO
2019-01-16,BPI,1562.8,SYNTHETIC_DEMO
2019-01-16,BSI,1238.5,SYNTHETIC_DEMO
2019-01-16,BHSI,735.4,SYNTHETIC_DEMO
2019-01-17,BDI,1711.4,SYNTHETIC_DEMO
2019-01-17,BCI,2434.7,SYNTHETIC_DEMO
2019-01-17,BPI,1573.1,SYNTHETIC_DEMO
2019-01-17,BSI,1230.0,SYNTHETIC_DEMO
2019-01-17,BHSI,713.0,SYNTHETIC_DEMO
2019-01-18,BDI,1696.6,SYNTHETIC_DEMO
2019-01-18,BCI,2383.0,SYNTHETIC_DEMO
2019-01-18,BPI,1527.9,SYNTHETIC_DEMO
2019-01-18,BSI,1212.6,SYNTHETIC_DEMO
2019-01-18,BHSI,698.3,SYNTHETIC_DEMO
2019-01-19,BDI,1675.3,SYNTHETIC_DEMO
2019-01-19,BCI,2364.8,SYNTHETIC_DEMO
2019-01-19,BPI,1464.7,SYNTHETIC_DEMO
2019-01-19,BSI,1254.1,SYNTHETIC_DEMO
2019-01-19,BHSI,725.7,SYNTHETIC_DEMO
2019-01-20,BDI,1688.1,SYNTHETIC_DEMO
2019-01-20,BCI,2337.6,SYNTHETIC_DEMO
2019-01-20,BPI,1543.6,SYNTHETIC_DEMO
2019-01-20,BSI,1210.3,SYNTHETIC_DEMO
2019-01-20,BHSI,714.8,SYNTHETIC_DEMO
2019-01-21,BDI,1728.4,SYNTHETIC_DEMO
2019-01-21,BCI,2449.0,SYNTHETIC_DEMO
2019-01-21,BPI,1602.7,SYNTHETIC_DEMO
2019-01-21,BSI,1245.0,SYNTHETIC_DEMO
2019-01-21,BHSI,737.4,SYNTHETIC_DEMO
2019-01-22,BDI,1682.8,SYNTHETIC_DEMO
2019-01-22,BCI,2324.7,SYNTHETIC_DEMO
2019-01-22,BPI,1471.7,SYNTHETIC_DEMO
2019-01-22,BSI,1211.3,SYNTHETIC_DEMO
2019-01-22,BHSI,708.7,SYNTHETIC_DEMO
2019-01-23,BDI,1669.1,SYNTHETIC_DEMO
2019-01-23,BCI,2411.3,SYNTHETIC_DEMO
2019-01-23,BPI,1524.5,SYNTHETIC_DEMO
2019-01-23,BSI,1233.5,SYNTHETIC_DEMO
2019-01-23,BHSI,727.9,SYNTHETIC_DEMO
2019-01-24,BDI,1656.8,SYNTHETIC_DEMO
2019-01-24,BCI,2385.5,SYNTHETIC_DEMO
2019-01-24,BPI,1573.0,SYNTHETIC_DEMO
2019-01-24,BSI,1195.5,SYNTHETIC_DEMO
2019-01-24,BHSI,680.3,SYNTHETIC_DEMO
2019-01-25,BDI,1718.5,SYNTHETIC_DEMO
2019-01-25,BCI,2422.5,SYNTHETIC_DEMO
2019-01-25,BPI,1551.2,SYNTHETIC_DEMO
2019-01-25,BSI,1262.2,SYNTHETIC_DEMO
2019-01-25,BHSI,713.6,SYNTHETIC_DEMO
2019-01-26,BDI,1732.5,SYNTHETIC_DEMO
2019-01-26,BCI,2568.4,SYNTHETIC_DEMO
2019-01-26,BPI,1563.9,SYNTHETIC_DEMO
2019-01-26,BSI,1245.9,SYNTHETIC_DEMO
2019-01-26,BHSI,734.7,SYNTHETIC_DEMO
2019-01-27,BDI,1742.8,SYNTHETIC_DEMO
2019-01-27,BCI,2470.2,SYNTHETIC_DEMO
2019-01-27,BPI,1649.5,SYNTHETIC_DEMO
2019-01-27,BSI,1237.4,SYNTHETIC_DEMO
2019-01-27,BHSI,716.0,SYNTHETIC_DEMO
2019-01-28,BDI,1737.7,SYNTHETIC_DEMO
2019-01-28,BCI,2516.0,SYNTHETIC_DEMO
2019-01-28,BPI,1564.3,SYNTHETIC_DEMO
2019-01-28,BSI,1269.9,SYNTHETIC_DEMO
2019-01-28,BHSI,723.3,SYNTHETIC_DEMO
2019-01-29,BDI,1765.4,SYNTHETIC_DEMO
2019-01-29,BCI,2566.0,SYNTHETIC_DEMO
2019-01-29,BPI,1616.6,SYNTHETIC_DEMO
2019-01-29,BSI,1255.9,SYNTHETIC_DEMO
2019-01-29,BHSI,742.8,SYNTHETIC_DEMO
2019-01-30,BDI,1706.0,SYNTHETIC_DEMO
2019-01-30,BCI,2419.5,SYNTHETIC_DEMO
2019-01-30,BPI,1570.1,SYNTHETIC_DEMO
2019-01-30,BSI,1255.7,SYNTHETIC_DEMO
2019-01-30,BHSI,704.5,SYNTHETIC_DEMO
2019-01-31,BDI,1665.8,SYNTHETIC_DEMO
2019-01-31,BCI,2313.5,SYNTHETIC_DEMO
2019-01-31,BPI,1531.3,SYNTHETIC_DEMO
2019-01-31,BSI,1192.2,SYNTHETIC_DEMO
2019-01-31,BHSI,695.4,SYNTHETIC_DEMO
2019-02-01,BDI,1646.9,SYNTHETIC_DEMO
2019-02-01,BCI,2330.3,SYNTHETIC_DEMO
2019-02-01,BPI,1520.3,SYNTHETIC_DEMO
2019-02-01,BSI,1185.3,SYNTHETIC_DEMO
2019-02-01,BHSI,672.8,SYNTHETIC_DEMO
2019-02-02,BDI,1673.9,SYNTHETIC_DEMO
2019-02-02,BCI,2348.2,SYNTHETIC_DEMO
2019-02-02,BPI,1551.7,SYNTHETIC_DEMO
2019-02-02,BSI,1204.1,SYNTHETIC_DEMO
2019-02-02,BHSI,704.7,SYNTHETIC_DEMO
2019-02-03,BDI,1716.2,SYNTHETIC_DEMO
2019-02-03,BCI,2461.2,SYNTHETIC_DEMO
2019-02-03,BPI,1567.2,SYNTHETIC_DEMO
2019-02-03,BSI,1222.3,SYNTHETIC_DEMO
2019-02-03,BHSI,726.0,SYNTHETIC_DEMO
2019-02-04,BDI,1728.6,SYNTHETIC_DEMO
2019-02-04,BCI,2457.5,SYNTHETIC_DEMO
2019-02-04,BPI,1598.9,SYNTHETIC_DEMO
2019-02-04,BSI,1281.0,SYNTHETIC_DEMO
2019-02-04,BHSI,725.0,SYNTHETIC_DEMO
2019-02-05,BDI,1686.4,SYNTHETIC_DEMO
2019-02-05,BCI,2364.0,SYNTHETIC_DEMO
2019-02-05,BPI,1567.7,SYNTHETIC_DEMO
2019-02-05,BSI,1211.2,SYNTHETIC_DEMO
2019-02-05,BHSI,719.7,SYNTHETIC_DEMO
2019-02-06,BDI,1699.1,SYNTHETIC_DEMO
2019-02-06,BCI,2466.4,SYNTHETIC_DEMO
2019-02-06,BPI,1549.1,SYNTHETIC_DEMO
2019-02-06,BSI,1195.9,SYNTHETIC_DEMO
2019-02-06,BHSI,728.8,SYNTHETIC_DEMO
2019-02-07,BDI,1684.7,SYNTHETIC_DEMO
2019-02-07,BCI,2440.4,SYNTHETIC_DEMO
2019-02-07,BPI,1583.7,SYNTHETIC_DEMO
2019-02-07,BSI,1226.3,SYNTHETIC_DEMO
2019-02-07,BHSI,694.2,SYNTHETIC_DEMO
2019-02-08,BDI,1715.6,SYNTHETIC_DEMO
2019-02-08,BCI,2417.3,SYNTHETIC_DEMO
2019-02-08,BPI,1596.8,SYNTHETIC_DEMO
2019-02-08,BSI,1206.8,SYNTHETIC_DEMO
2019-02-08,BHSI,729.0,SYNTHETIC_DEMO
2019-02-09,BDI,1753.6,SYNTHETIC_DEMO
2019-02-09,BCI,2461.7,SYNTHETIC_DEMO
2019-02-09,BPI,1567.3,SYNTHETIC_DEMO
2019-02-09,BSI,1258.2,SYNTHETIC_DEMO
2019-02-09,BHSI,744.6,SYNTHETIC_DEMO
2019-02-10,BDI,1797.8,SYNTHETIC_DEMO
2019-02-10,BCI,2501.3,SYNTHETIC_DEMO
2019-02-10,BPI,1666.0,SYNTHETIC_DEMO
2019-02-10,BSI,1277.6,SYNTHETIC_DEMO
2019-02-10,BHSI,774.4,SYNTHETIC_DEMO
2019-02-11,BDI,1809.2,SYNTHETIC_DEMO
2019-02-11,BCI,2539.5,SYNTHETIC_DEMO
2019-02-11,BPI,1637.0,SYNTHETIC_DEMO
2019-02-11,BSI,1303.1,SYNTHETIC_DEMO
2019-02-11,BHSI,756.1,SYNTHETIC_DEMO
2019-02-12,BDI,1803.4,SYNTHETIC_DEMO
2019-02-12,BCI,2526.1,SYNTHETIC_DEMO
2019-02-12,BPI,1644.8,SYNTHETIC_DEMO
2019-02-12,BSI,1329.5,SYNTHETIC_DEMO
2019-02-12,BHSI,761.4,SYNTHETIC_DEMO
2019-02-13,BDI,1743.4,SYNTHETIC_DEMO
2019-02-13,BCI,2469.3,SYNTHETIC_DEMO
2019-02-13,BPI,1565.3,SYNTHETIC_DEMO
2019-02-13,BSI,1262.6,SYNTHETIC_DEMO
2019-02-13,BHSI,733.1,SYNTHETIC_DEMO
2019-02-14,BDI,1725.2,SYNTHETIC_DEMO
2019-02-14,BCI,2371.7,SYNTHETIC_DEMO
2019-02-14,BPI,1626.0,SYNTHETIC_DEMO
2019-02-14,BSI,1217.2,SYNTHETIC_DEMO
2019-02-14,BHSI,726.1,SYNTHETIC_DEMO
2019-02-15,BDI,1682.9,SYNTHETIC_DEMO
2019-02-15,BCI,2353.1,SYNTHETIC_DEMO
2019-02-15,BPI,1553.0,SYNTHETIC_DEMO
2019-02-15,BSI,1187.8,SYNTHETIC_DEMO
2019-02-15,BHSI,696.9,SYNTHETIC_DEMO
2019-02-16,BDI,1617.9,SYNTHETIC_DEMO
2019-02-16,BCI,2228.1,SYNTHETIC_DEMO
2019-02-16,BPI,1517.9,SYNTHETIC_DEMO
2019-02-16,BSI,1176.3,SYNTHETIC_DEMO
2019-02-16,BHSI,669.3,SYNTHETIC_DEMO
2019-02-17,BDI,1639.1,SYNTHETIC_DEMO
2019-02-17,BCI,2346.2,SYNTHETIC_DEMO
2019-02-17,BPI,1475.0,SYNTHETIC_DEMO
2019-02-17,BSI,1196.4,SYNTHETIC_DEMO
2019-02-17,BHSI,687.5,SYNTHETIC_DEMO
2019-02-18,BDI,1636.6,SYNTHETIC_DEMO
2019-02-18,BCI,2347.6,SYNTHETIC_DEMO
2019-02-18,BPI,1502.9,SYNTHETIC_DEMO
2019-02-18,BSI,1167.6,SYNTHETIC_DEMO
2019-02-18,BHSI,703.9,SYNTHETIC_DEMO
2019-02-19,BDI,1669.2,SYNTHETIC_DEMO
2019-02-19,BCI,2401.3,SYNTHETIC_DEMO
2019-02-19,BPI,1547.6,SYNTHETIC_DEMO
2019-02-19,BSI,1216.0,SYNTHETIC_DEMO
2019-02-19,BHSI,697.5,SYNTHETIC_DEMO
2019-02-20,BDI,1680.0,SYNTHETIC_DEMO
2019-02-20,BCI,2407.4,SYNTHETIC_DEMO
2019-02-20,BPI,1542.2,SYNTHETIC_DEMO
2019-02-20,BSI,1186.1,SYNTHETIC_DEMO
2019-02-20,BHSI,710.2,SYNTHETIC_DEMO
2019-02-21,BDI,1646.2,SYNTHETIC_DEMO
2019-02-21,BCI,2308.7,SYNTHETIC_DEMO
2019-02-21,BPI,1517.3,SYNTHETIC_DEMO
2019-02-21,BSI,1196.8,SYNTHETIC_DEMO
2019-02-21,BHSI,698.0,SYNTHETIC_DEMO
2019-02-22,BDI,1684.4,SYNTHETIC_DEMO
2019-02-22,BCI,2361.7,SYNTHETIC_DEMO
2019-02-22,BPI,1518.2,SYNTHETIC_DEMO
2019-02-22,BSI,1234.0,SYNTHETIC_DEMO
2019-02-22,BHSI,713.4,SYNTHETIC_DEMO
2019-02-23,BDI,1694.5,SYNTHETIC_DEMO
2019-02-23,BCI,2431.6,SYNTHETIC_DEMO
2019-02-23,BPI,1551.5,SYNTHETIC_DEMO
2019-02-23,BSI,1238.4,SYNTHETIC_DEMO
2019-02-23,BHSI,714.1,SYNTHETIC_DEMO
2019-02-24,BDI,1736.9,SYNTHETIC_DEMO
2019-02-24,BCI,2383.3,SYNTHETIC_DEMO
2019-02-24,BPI,1596.4,SYNTHETIC_DEMO
2019-02-24,BSI,1262.7,SYNTHETIC_DEMO
2019-02-24,BHSI,717.3,SYNTHETIC_DEMO
2019-02-25,BDI,1749.3,SYNTHETIC_DEMO
2019-02-25,BCI,2504.7,SYNTHETIC_DEMO
2019-02-25,BPI,1603.5,SYNTHETIC_DEMO
2019-02-25,BSI,1226.2,SYNTHETIC_DEMO
2019-02-25,BHSI,768.8,SYNTHETIC_DEMO
2019-02-26,BDI,1765.2,SYNTHETIC_DEMO
2019-02-26,BCI,2515.5,SYNTHETIC_DEMO
2019-02-26,BPI,1607.1,SYNTHETIC_DEMO
2019-02-26,BSI,1261.9,SYNTHETIC_DEMO
2019-02-26,BHSI,739.1,SYNTHETIC_DEMO
2019-02-27,BDI,1760.8,SYNTHETIC_DEMO
2019-02-27,BCI,2523.8,SYNTHETIC_DEMO
2019-02-27,BPI,1623.8,SYNTHETIC_DEMO
2019-02-27,BSI,1262.3,SYNTHETIC_DEMO
2019-02-27,BHSI,744.4,SYNTHETIC_DEMO
2019-02-28,BDI,1727.7,SYNTHETIC_DEMO
2019-02-28,BCI,2385.3,SYNTHETIC_DEMO
2019-02-28,BPI,1645.3,SYNTHETIC_DEMO
2019-02-28,BSI,1237.8,SYNTHETIC_DEMO
2019-02-28,BHSI,725.6,SYNTHETIC_DEMO
2019-03-01,BDI,1794.4,SYNTHETIC_DEMO
2019-03-01,BCI,2534.7,SYNTHETIC_DEMO
2019-03-01,BPI,1625.2,SYNTHETIC_DEMO
2019-03-01,BSI,1271.2,SYNTHETIC_DEMO
2019-03-01,BHSI,770.8,SYNTHETIC_DEMO
2019-03-02,BDI,1816.7,SYNTHETIC_DEMO
2019-03-02,BCI,2529.0,SYNTHETIC_DEMO
2019-03-02,BPI,1639.0,SYNTHETIC_DEMO
2019-03-02,BSI,1352.5,SYNTHETIC_DEMO
2019-03-02,BHSI,756.2,SYNTHETIC_DEMO
2019-03-03,BDI,1773.8,SYNTHETIC_DEMO
2019-03-03,BCI,2559.9,SYNTHETIC_DEMO
2019-03-03,BPI,1667.3,SYNTHETIC_DEMO
2019-03-03,BSI,1259.3,SYNTHETIC_DEMO
2019-03-03,BHSI,741.6,SYNTHETIC_DEMO
2019-03-04,BDI,1785.7,SYNTHETIC_DEMO
2019-03-04,BCI,2598.2,SYNTHETIC_DEMO
2019-03-04,BPI,1636.6,SYNTHETIC_DEMO
2019-03-04,BSI,1264.3,SYNTHETIC_DEMO
2019-03-04,BHSI,757.8,SYNTHETIC_DEMO
2019-03-05,BDI,1753.5,SYNTHETIC_DEMO
2019-03-05,BCI,2488.4,SYNTHETIC_DEMO
2019-03-05,BPI,1634.0,SYNTHETIC_DEMO
2019-03-05,BSI,1251.1,SYNTHETIC_DEMO
2019-03-05,BHSI,738.0,SYNTHETIC_DEMO
2019-03-06,BDI,1714.4,SYNTHETIC_DEMO
2019-03-06,BCI,2550.8,SYNTHETIC_DEMO
2019-03-06,BPI,1576.2,SYNTHETIC_DEMO
2019-03-06,BSI,1257.1,SYNTHETIC_DEMO
2019-03-06,BHSI,721.8,SYNTHETIC_DEMO
2019-03-07,BDI,1713.4,SYNTHETIC_DEMO
2019-03-07,BCI,2393.8,SYNTHETIC_DEMO
2019-03-07,BPI,1526.0,SYNTHETIC_DEMO
2019-03-07,BSI,1230.4,SYNTHETIC_DEMO
2019-03-07,BHSI,721.4,SYNTHETIC_DEMO
2019-03-08,BDI,1716.5,SYNTHETIC_DEMO
2019-03-08,BCI,2452.2,SYNTHETIC_DEMO
2019-03-08,BPI,1596.1,SYNTHETIC_DEMO
2019-03-08,BSI,1262.8,SYNTHETIC_DEMO
2019-03-08,BHSI,734.0,SYNTHETIC_DEMO
2019-03-09,BDI,1699.6,SYNTHETIC_DEMO
2019-03-09,BCI,2423.7,SYNTHETIC_DEMO
2019-03-09,BPI,1537.6,SYNTHETIC_DEMO
2019-03-09,BSI,1213.6,SYNTHETIC_DEMO
2019-03-09,BHSI,721.1,SYNTHETIC_DEMO
2019-03-10,BDI,1708.4,SYNTHETIC_DEMO
2019-03-10,BCI,2422.8,SYNTHETIC_DEMO
2019-03-10,BPI,1586.9,SYNTHETIC_DEMO
2019-03-10,BSI,1229.9,SYNTHETIC_DEMO
2019-03-10,BHSI,719.7,SYNTHETIC_DEMO
2019-03-11,BDI,1707.2,SYNTHETIC_DEMO
2019-03-11,BCI,2403.2,SYNTHETIC_DEMO
2019-03-11,BPI,1551.6,SYNTHETIC_DEMO
2019-03-11,BSI,1237.7,SYNTHETIC_DEMO
2019-03-11,BHSI,713.2,SYNTHETIC_DEMO
2019-03-12,BDI,1684.8,SYNTHETIC_DEMO
2019-03-12,BCI,2374.0,SYNTHETIC_DEMO
2019-03-12,BPI,1532.6,SYNTHETIC_DEMO
2019-03-12,BSI,1195.2,SYNTHETIC_DEMO
2019-03-12,BHSI,727.4,SYNTHETIC_DEMO
2019-03-13,BDI,1673.1,SYNTHETIC_DEMO
2019-03-13,BCI,2416.4,SYNTHETIC_DEMO
2019-03-13,BPI,1524.3,SYNTHETIC_DEMO
2019-03-13,BSI,1185.5,SYNTHETIC_DEMO
2019-03-13,BHSI,711.0,SYNTHETIC_DEMO
2019-03-14,BDI,1623.6,SYNTHETIC_DEMO
2019-03-14,BCI,2292.7,SYNTHETIC_DEMO
2019-03-14,BPI,1518.9,SYNTHETIC_DEMO
2019-03-14,BSI,1190.9,SYNTHETIC_DEMO
2019-03-14,BHSI,679.1,SYNTHETIC_DEMO
2019-03-15,BDI,1645.5,SYNTHETIC_DEMO
2019-03-15,BCI,2240.2,SYNTHETIC_DEMO
2019-03-15,BPI,1544.4,SYNTHETIC_DEMO
2019-03-15,BSI,1153.8,SYNTHETIC_DEMO
2019-03-15,BHSI,708.1,SYNTHETIC_DEMO
2019-03-16,BDI,1677.5,SYNTHETIC_DEMO
2019-03-16,BCI,2418.7,SYNTHETIC_DEMO
2019-03-16,BPI,1586.2,SYNTHETIC_DEMO
2019-03-16,BSI,1194.2,SYNTHETIC_DEMO
2019-03-16,BHSI,679.3,SYNTHETIC_DEMO
2019-03-17,BDI,1678.5,SYNTHETIC_DEMO
2019-03-17,BCI,2439.9,SYNTHETIC_DEMO
2019-03-17,BPI,1527.4,SYNTHETIC_DEMO
2019-03-17,BSI,1222.3,SYNTHETIC_DEMO
2019-03-17,BHSI,702.6,SYNTHETIC_DEMO
2019-03-18,BDI,1617.9,SYNTHETIC_DEMO
2019-03-18,BCI,2203.3,SYNTHETIC_DEMO
2019-03-18,BPI,1494.6,SYNTHETIC_DEMO
2019-03-18,BSI,1180.8,SYNTHETIC_DEMO
2019-03-18,BHSI,665.3,SYNTHETIC_DEMO
2019-03-19,BDI,1638.6,SYNTHETIC_DEMO
2019-03-19,BCI,2351.0,SYNTHETIC_DEMO
2019-03-19,BPI,1491.7,SYNTHETIC_DEMO
2019-03-19,BSI,1183.3,SYNTHETIC_DEMO
2019-03-19,BHSI,665.5,SYNTHETIC_DEMO
2019-03-20,BDI,1606.4,SYNTHETIC_DEMO
2019-03-20,BCI,2327.3,SYNTHETIC_DEMO
2019-03-20,BPI,1448.5,SYNTHETIC_DEMO
2019-03-20,BSI,1151.4,SYNTHETIC_DEMO
2019-03-20,BHSI,678.1,SYNTHETIC_DEMO
2019-03-21,BDI,1608.0,SYNTHETIC_DEMO
2019-03-21,BCI,2270.7,SYNTHETIC_DEMO
2019-03-21,BPI,1492.8,SYNTHETIC_DEMO
2019-03-21,BSI,1199.4,SYNTHETIC_DEMO
2019-03-21,BHSI,706.4,SYNTHETIC_DEMO
2019-03-22,BDI,1616.8,SYNTHETIC_DEMO
2019-03-22,BCI,2217.6,SYNTHETIC_DEMO
2019-03-22,BPI,1497.1,SYNTHETIC_DEMO
2019-03-22,BSI,1173.8,SYNTHETIC_DEMO
2019-03-22,BHSI,681.1,SYNTHETIC_DEMO
2019-03-23,BDI,1622.2,SYNTHETIC_DEMO
2019-03-23,BCI,2270.5,SYNTHETIC_DEMO
2019-03-23,BPI,1473.4,SYNTHETIC_DEMO
2019-03-23,BSI,1196.1,SYNTHETIC_DEMO
2019-03-23,BHSI,695.1,SYNTHETIC_DEMO
2019-03-24,BDI,1606.5,SYNTHETIC_DEMO
2019-03-24,BCI,2295.5,SYNTHETIC_DEMO
2019-03-24,BPI,1473.9,SYNTHETIC_DEMO
2019-03-24,BSI,1164.3,SYNTHETIC_DEMO
2019-03-24,BHSI,665.6,SYNTHETIC_DEMO
2019-03-25,BDI,1631.2,SYNTHETIC_DEMO
2019-03-25,BCI,2297.3,SYNTHETIC_DEMO
2019-03-25,BPI,1504.6,SYNTHETIC_DEMO
2019-03-25,BSI,1166.7,SYNTHETIC_DEMO
2019-03-25,BHSI,672.5,SYNTHETIC_DEMO
2019-03-26,BDI,1630.9,SYNTHETIC_DEMO
2019-03-26,BCI,2382.3,SYNTHETIC_DEMO
2019-03-26,BPI,1501.9,SYNTHETIC_DEMO
2019-03-26,BSI,1201.2,SYNTHETIC_DEMO
2019-03-26,BHSI,696.6,SYNTHETIC_DEMO
2019-03-27,BDI,1601.0,SYNTHETIC_DEMO
2019-03-27,BCI,2213.7,SYNTHETIC_DEMO
2019-03-27,BPI,1492.1,SYNTHETIC_DEMO
2019-03-27,BSI,1129.9,SYNTHETIC_DEMO
2019-03-27,BHSI,670.8,SYNTHETIC_DEMO
2019-03-28,BDI,1589.0,SYNTHETIC_DEMO
2019-03-28,BCI,2254.5,SYNTHETIC_DEMO
2019-03-28,BPI,1448.0,SYNTHETIC_DEMO
2019-03-28,BSI,1134.8,SYNTHETIC_DEMO
2019-03-28,BHSI,663.8,SYNTHETIC_DEMO
2019-03-29,BDI,1552.5,SYNTHETIC_DEMO
2019-03-29,BCI,2156.4,SYNTHETIC_DEMO
2019-03-29,BPI,1422.5,SYNTHETIC_DEMO
2019-03-29,BSI,1126.1,SYNTHETIC_DEMO
2019-03-29,BHSI,652.7,SYNTHETIC_DEMO
2019-03-30,BDI,1568.1,SYNTHETIC_DEMO
2019-03-30,BCI,2238.1,SYNTHETIC_DEMO
2019-03-30,BPI,1492.1,SYNTHETIC_DEMO
2019-03-30,BSI,1143.8,SYNTHETIC_DEMO
2019-03-30,BHSI,656.4,SYNTHETIC_DEMO
2019-03-31,BDI,1531.3,SYNTHETIC_DEMO
2019-03-31,BCI,2150.7,SYNTHETIC_DEMO
2019-03-31,BPI,1402.2,SYNTHETIC_DEMO
2019-03-31,BSI,1082.1,SYNTHETIC_DEMO
2019-03-31,BHSI,645.8,SYNTHETIC_DEMO
2019-04-01,BDI,1560.8,SYNTHETIC_DEMO
2019-04-01,BCI,2269.0,SYNTHETIC_DEMO
2019-04-01,BPI,1404.0,SYNTHETIC_DEMO
2019-04-01,BSI,1108.5,SYNTHETIC_DEMO
2019-04-01,BHSI,669.9,SYNTHETIC_DEMO
2019-04-02,BDI,1502.6,SYNTHETIC_DEMO
2019-04-02,BCI,2181.9,SYNTHETIC_DEMO
2019-04-02,BPI,1365.1,SYNTHETIC_DEMO
2019-04-02,BSI,1070.5,SYNTHETIC_DEMO
2019-04-02,BHSI,642.6,SYNTHETIC_DEMO
2019-04-03,BDI,1507.0,SYNTHETIC_DEMO
2019-04-03,BCI,2212.8,SYNTHETIC_DEMO
2019-04-03,BPI,1371.8,SYNTHETIC_DEMO
2019-04-03,BSI,1084.9,SYNTHETIC_DEMO
2019-04-03,BHSI,643.3,SYNTHETIC_DEMO
2019-04-04,BDI,1502.2,SYNTHETIC_DEMO
